num parti,nom parti,année,immobilisations incorporelles,écarts d'acquisition,terrains et constructions,autres immobilisations corporelles,participations et créances rattachées,prêts à des partis ou groupements politiques,autres immobilisations financières,stocks et en-cours,créances clients et comptes rattachés,autres créances,valeurs mobilières de placement,disponibilités,charges constatées d'avance,total général (i + ii + iii),réserves,excédent ou déficit de l'exercice,provisions pour risques,provisions pour charges,emprunts et dettes auprès d'établissement de crédit,dettes fournisseurs et comptes rattachés,dettes fiscales et sociales,autres dettes,produits constatés d'avance,total général (i + ii + iii + iv),"communication (presse, publications, télévisions, publicité, sites internet, réseaux sociaux)",contributions versées aux candidats,contributions à des partis ou groupements politiques,achats de marchandises et variation de stocks,autres achats et autres charges externes,impôts et taxes,salaires et traitements,charges sociales,total iv,total vi,dotations aux amortissements et dépréciations sur immobilisations,dotations aux provisions,total des charges (ii + iv +vi + vii + viii + ix),cotisations des adhérents,cotisations des élus,aide publique 1ère fraction,aide publique 2nde fraction,dons de personne physique,dévolutions de l'excédent des comptes de campagne,dévolutions de partis ou groupements politiques,prestations de services (manifestations et colloques),"ventes de marchandises, productions vendue (biens et services), production stockée et production immobilisée",total iii,total v,"reprise sur amortissements, dépréciations, provisions et transferts de charges",total des produits (i + iii + v),excédent ou déficit d'ensemble,total flux
710,GÉNÉRATIONS ANGOULEME,2013,0,0,0,0,0,0,0,0,0,0,0,103,0,103,0,-219,0,0,0,815,0,0,0,103,7041,0,0,264,2151,0,0,0,0,0,0,0,9963,1025,0,0,0,2672,0,0,5850,0,0,0,0,9744,-219,19707
711,VIVEMENT DEMAIN,2013,0,0,0,1289,0,0,240,0,0,8377,0,51938,0,61844,0,35400,0,0,0,7362,0,990,0,61844,0,0,0,192,42220,0,0,0,105,2991,0,0,60170,420,0,0,0,86585,0,0,0,8377,188,0,0,95570,35400,155740
712,LA FRANCE DROITE,2013,0,0,0,13511,0,0,25116,0,0,1121,0,15367,0,124532,0,78228,0,0,0,29669,12033,0,0,124532,13456,0,0,25151,172894,2282,21038,9573,0,0,0,0,257664,16290,0,0,0,96546,0,133710,0,0,0,0,0,335892,78228,593556
713,RASSEMBLEMENT POUR LE PEUPLE DE FRANCE,2013,0,0,0,0,0,0,0,0,0,0,0,2307,0,2307,0,1067,0,0,0,1438,0,400,0,2307,9161,0,0,0,2828,0,0,0,144,0,0,0,12133,1045,0,0,0,365,0,0,11790,0,0,0,0,13200,1067,25333
714,"CHALON, ALTERNATIVE 2014",2013,0,0,0,0,0,0,0,0,0,0,0,1070,0,1070,0,-5513,0,0,0,0,0,0,0,1070,0,0,0,0,44,0,0,0,133,0,0,0,15277,1140,0,0,0,2356,0,0,6268,0,0,0,0,9764,-5513,25041
715,RASSEMBLEMENT POUR JOUÉ,2013,0,0,0,3051,0,0,0,0,0,0,0,8523,0,11574,0,4630,0,0,0,2894,0,0,0,11574,10301,0,0,6452,11776,0,0,0,0,0,0,0,28900,635,0,0,0,32135,0,0,0,0,0,0,0,33530,4630,62430
716,VIVRE À SCEAUX,2013,0,0,0,0,0,0,0,0,0,0,0,3927,0,7627,0,1076,0,0,0,0,0,0,0,7627,0,0,0,0,7190,0,0,0,0,0,0,0,8490,2430,2715,0,0,3590,0,0,831,0,0,0,0,9566,1076,18056
718,RASSEMBLEMENT RÉPUBLICAIN POUR LA FRANCE,2013,0,0,0,0,0,0,0,0,0,0,0,6173,0,11209,0,6423,0,0,0,0,0,4786,0,11209,0,0,0,0,6376,0,0,0,0,0,0,0,6376,380,0,0,0,12419,0,0,0,0,0,0,0,12799,6423,19175
719,FAÇONNONS VÉLIZY AUTREMENT,2013,0,0,0,0,0,0,0,0,0,30,0,2648,0,2678,0,-322,0,0,0,3000,0,0,0,2678,0,0,0,0,10624,0,0,0,0,0,0,0,15112,0,0,0,0,14790,0,0,0,0,0,0,0,14790,-322,29902
720,BEAUCHAMP RENOUVEAU,2013,0,0,0,0,0,0,0,0,0,0,0,8620,0,8620,0,4763,0,0,0,3857,0,0,0,8620,2815,0,0,662,3648,0,0,0,0,0,0,0,7125,613,0,0,0,11275,0,0,0,0,0,0,0,11888,4763,19013
721,MIEUX VIVRE EN VAL D'OISE,2013,0,0,0,0,0,0,0,0,0,0,0,508,0,508,0,508,0,0,0,0,0,0,0,508,0,0,0,1352,0,0,0,0,0,0,0,0,1352,495,0,0,0,1365,0,0,0,0,0,0,0,1860,508,3212
722,ENSEMBLE POUR LYON,2013,0,0,0,0,0,0,0,0,0,53628,0,114,0,53742,0,53678,0,0,0,0,0,0,0,53741,42809,0,0,0,6959,0,1267,0,0,0,0,0,56127,7490,39245,0,0,61375,0,0,1695,0,0,0,0,109805,53678,165932
724,CALÉDONIE ENSEMBLE,2013,0,0,0,0,0,0,1542,0,0,7123,0,1781,0,10446,0,-19121,0,0,35450,65327,0,230,0,10446,237928,0,0,0,59625,0,0,0,1225,0,0,0,298778,28542,79995,120838,83258,35204,0,0,0,0,82,0,0,279657,-19121,578435
725,FORCES DE GAUCHE,2013,0,0,0,0,0,0,168,0,0,0,0,67,0,235,0,-65,0,0,0,0,0,0,0,235,0,0,0,0,804,0,0,0,0,0,0,0,699754,0,0,699389,124887,0,0,300,0,0,0,0,0,699689,-65,1399443
727,COMITE DE SOUTIEN A FRANCINE OCCIS,2013,0,0,0,0,0,0,0,0,0,0,0,8051,0,8051,0,5198,0,0,0,2809,0,44,0,8051,0,0,0,0,0,0,0,0,0,0,0,0,3392,840,0,0,0,7750,0,0,0,0,0,0,0,8590,5198,11982
730,MOUVEMENT INITIATIVE POPULAIRE,2013,0,0,0,0,0,0,0,0,0,0,0,44453,0,44453,0,-17175,50667,0,0,14095,0,0,0,44453,0,0,0,14636,15517,0,0,0,0,0,0,0,80820,1960,0,50667,41629,0,0,0,11018,0,0,0,0,63645,-17175,144465
736,"UNION DES RADICAUX, CENTRISTES, INDÉPENDANTS ET DÉMOCRATES",2013,0,0,0,0,0,0,0,0,0,0,0,2181,0,2181,0,2181,0,0,0,0,0,0,0,2181,0,0,0,0,0,0,0,0,42,0,0,0,2541856,0,0,2544037,0,0,0,0,0,0,0,0,0,2544037,2181,5085893
737,UNION POUR LA DÉMOCRATIE,2013,0,0,0,0,0,0,0,0,0,0,0,3773,0,3773,0,2362,0,0,0,0,0,979,0,3773,0,0,0,632,3321,0,0,0,12,0,0,0,3965,692,0,4157,0,0,0,0,1478,0,0,0,0,6327,2362,10292
739,HERBLAY AVEC VOUS,2013,0,0,0,0,0,0,0,0,0,0,0,2790,0,2790,0,2790,0,0,0,0,0,0,0,2790,101,0,0,0,0,0,0,0,0,0,0,0,170,1700,0,0,0,1260,0,0,0,0,0,0,0,2960,2790,3130
740,LA MANUFACTURE,2013,11225,0,0,1105,0,0,0,0,0,3426,0,65570,0,81326,0,70832,0,0,0,10439,0,55,0,81326,6058,0,0,518,32552,0,0,0,569,0,0,0,40407,55382,0,0,0,49323,0,0,6534,0,0,0,0,111239,70832,151646
741,ANGERS 2014,2013,0,0,0,0,0,0,0,0,0,0,43113,0,0,43113,0,41913,0,0,0,1200,0,0,0,43113,0,0,0,1972,0,0,0,0,0,0,0,0,24972,100,10685,0,0,56100,0,0,0,0,0,0,0,66885,41913,91857
742,ASNIÈRES DEBOUT,2013,0,0,0,0,0,0,0,0,0,0,0,6779,0,6779,0,4379,0,0,0,2400,0,0,0,6779,0,0,0,0,6999,0,0,0,72,0,0,0,9471,0,0,0,0,13850,0,0,0,0,0,0,0,13850,4379,23321
743,ENSEMBLE POUR NOGENT,2013,0,0,0,0,0,0,0,0,0,69,0,978,0,1047,0,-1444,0,0,0,0,0,0,0,1047,0,0,0,256,13836,0,0,0,0,0,0,0,14092,1170,3595,0,0,4091,0,600,2129,1063,0,0,0,12648,-1444,26740
745,CHAROLAIS BRIONNAIS EN MOUVEMENT,2013,0,0,0,0,0,0,0,0,0,0,0,2566,0,2566,0,2566,0,0,0,0,0,0,0,2566,3559,0,0,0,164,0,0,0,0,0,0,0,3723,920,0,0,0,1560,0,0,3809,0,0,0,0,6289,2566,10012
749,CHANGEONS NANTERRE POUR UNE VIE MEILLEURE,2013,0,0,0,0,0,0,2691,0,0,243,0,502,0,3436,0,-2328,0,0,0,2843,0,2921,0,3436,0,0,0,808,14669,0,0,0,0,0,0,0,15477,0,0,0,0,1200,0,10764,0,1185,0,0,0,13149,-2328,28626
750,LIBERTE-EGALITE-MARSEILLAIS,2013,0,0,0,0,0,0,0,0,0,0,0,3142,0,3142,0,-5061,0,0,0,7838,0,365,0,3142,15726,0,0,207,7599,0,0,0,0,0,0,0,25911,0,0,0,0,20850,0,0,0,0,0,0,0,20850,-5061,46761
752,RECONQUÊTE 18ème,2013,0,0,0,0,0,0,0,0,0,0,0,1541,0,1541,0,791,0,0,0,750,0,0,0,1541,0,0,0,0,2341,88,0,0,155,0,0,0,2584,3375,0,0,0,0,0,0,0,0,0,0,0,3375,791,5959
753,AGIR PARIS - PARIS AU CENTRE,2013,0,0,0,0,0,0,0,0,0,0,0,742,0,742,0,742,0,0,0,0,0,0,0,742,14415,0,0,0,5984,88,0,0,242,0,0,0,20729,0,0,0,0,21470,0,0,0,0,0,0,0,21471,742,42200
754,REFLAIXION,2013,0,0,0,0,0,0,0,0,0,0,0,19588,0,19588,0,17002,0,0,0,2451,0,135,0,19588,0,0,0,435,5063,0,0,0,0,0,0,0,5498,0,0,0,0,22500,0,0,0,0,0,0,0,22500,17002,27998
755,J'AIME LE 7ème,2013,0,0,0,0,0,0,0,0,0,0,0,1101,0,1101,0,-1149,0,0,0,2000,429,0,0,1280,918,0,0,0,11296,0,520,294,191,0,0,0,15219,0,0,0,0,14070,0,0,0,0,0,0,0,14070,-1149,29289
756,"SOLIDARITÉ 21e, POUR UNE RECOMPOSITION VRAIMENT A GAUCHE DE LA GAUCHE EUROPEENNE",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,MOÛTIERS AUJOURD'HUI ET DEMAIN,2013,0,0,0,0,0,0,0,0,0,0,0,1087,0,1087,0,-1520,0,0,0,2607,0,0,0,1087,88,0,0,7343,0,143,0,0,0,0,0,0,7574,5550,0,0,0,0,0,0,0,0,0,0,0,6054,-1520,13628
758,MARSEILLE UNIE DU NORD AU SUD,2013,0,0,0,0,0,0,0,0,0,500,0,7053,0,7553,0,6044,0,0,0,1455,54,0,0,7553,10074,0,0,141,2391,0,0,0,0,0,0,0,12606,10,0,0,0,18640,0,0,0,0,0,0,0,18650,6044,31256
759,MARSEILLE RASSEMBLÉE,2013,0,0,0,0,0,0,0,0,0,0,0,261,0,261,0,261,0,0,0,0,0,0,0,261,0,0,0,0,22882,0,0,0,107,0,0,0,22989,0,0,0,0,23250,0,0,0,0,0,0,0,23250,261,46239
760,L'ÉTOILE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,LA DROITE FORTE,2013,0,0,0,0,0,0,0,0,0,0,0,18619,0,18619,0,14375,0,0,0,3788,0,456,0,18619,0,0,0,48755,10627,0,0,0,0,0,0,0,59382,0,0,0,0,51912,0,0,21845,0,0,0,0,73757,14375,133139
763,RESEAU-IDENTITES,2013,0,0,0,0,0,0,0,0,0,42289,0,31008,0,73405,0,61937,0,0,0,10958,0,15,0,73405,0,0,0,0,96576,0,0,0,0,0,0,0,111706,420,0,0,0,159944,0,9000,0,0,0,0,0,173643,61937,285349
764,MORBIHAN EN MOUVEMENT,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-169,0,0,169,0,0,0,0,0,0,0,0,0,5094,0,0,0,0,0,0,0,5094,3550,0,0,0,1375,0,0,0,0,0,0,0,4925,-169,10019
765,LYON DIVERS DROITE,2013,0,0,0,0,0,0,0,0,0,0,0,21549,0,21549,0,17302,0,0,0,2000,0,0,0,21549,0,0,0,0,2158,0,0,0,0,0,0,0,2158,300,0,0,0,19160,0,0,0,0,0,0,0,19460,17302,21618
766,GÉNÉRATION MÂCON,2013,0,0,0,0,0,0,0,0,0,0,0,101,0,101,0,-991,0,0,0,1092,0,0,0,101,0,0,0,46,1756,44,0,0,0,0,0,0,1846,470,0,0,0,385,0,0,0,0,0,0,0,855,-991,2701
767,BASSIN A CŒUR,2013,0,0,0,0,0,0,0,0,0,0,0,2487,0,2487,0,147,0,0,0,2340,0,0,0,2487,0,0,0,359,0,0,0,0,29,0,0,0,19002,3104,0,0,0,0,0,0,0,16045,0,0,0,19149,147,38151
769,POSSESSION ÉCOLOGIE SOLIDAIRE,2013,0,0,0,1110,0,11900,700,0,0,51,0,2345,0,16106,0,6201,0,0,0,2581,0,104,0,16106,700,0,0,17,2422,0,0,0,0,0,0,0,3187,1900,0,0,0,7350,0,0,0,138,0,0,0,9388,6201,12575
770,ÉCRIVONS UNE NOUVELLE PAGE (E.N.P),2013,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,-861,0,0,0,0,0,926,0,65,0,0,0,142,597,187,0,0,0,0,0,0,926,65,0,0,0,0,0,0,0,0,0,0,0,65,-861,991
771,ASSOCIATION DE DÉFENSE DES SANARYENS,2013,0,0,0,0,0,0,0,0,0,720,0,10,55,785,0,-375,0,0,0,0,0,0,0,785,0,0,0,0,991,0,0,0,107,0,0,0,1098,0,0,0,0,720,0,0,0,0,3,0,0,723,-375,1821
773,UNIS POUR VILLEURBANNE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,100,0,0,0,0,0,0,0,520,0,0,0,0,520,0,0,0,0,0,0,0,520,0,1040
775,MIEUX VIVRE A TASSIN LA DEMI-LUNE,2013,0,0,0,0,0,0,0,0,0,0,0,163,0,163,0,-1037,0,0,0,1200,0,0,0,163,1875,0,0,140,1200,0,0,0,0,0,0,0,3215,41,0,0,0,2137,0,0,0,0,0,0,0,2178,-1037,5393
777,MONTPELLIER AU CENTRE,2013,0,0,0,0,0,0,0,0,0,0,0,462,0,992,0,24,0,0,0,968,0,0,0,992,0,0,0,0,2256,0,0,0,0,0,0,0,2256,0,0,0,0,0,0,0,0,2280,0,0,0,2280,24,4536
778,FORCE D'AVENIR,2013,0,0,0,0,0,0,0,0,0,610,0,1590,0,2200,0,700,0,0,0,1500,0,0,0,2200,4646,0,0,127,1624,0,0,0,0,0,0,0,13456,2045,0,0,0,12110,0,0,0,0,1,0,0,14156,700,27612
779,UNION CITOYENNE POUR MONTPELLIER ET SES ENVIRONS,2013,0,0,0,0,15,0,0,0,0,0,0,459,0,474,0,-26,0,0,0,0,0,0,0,474,44,0,0,0,500,0,0,0,7,0,0,0,551,180,0,0,0,345,0,0,0,0,0,0,0,525,-26,1076
780,NKM PARIS 2014,2013,0,0,0,0,0,0,0,0,0,41635,0,65453,0,107088,0,-56927,0,0,0,163342,0,673,0,107088,50322,0,0,8183,180496,0,1308,0,0,0,0,0,240392,0,0,0,0,175935,0,7500,0,30,0,0,0,183465,-56927,423857
781,LES AMIS DU MAIRE DE NICE,2013,0,0,0,508,0,0,2400,0,0,18,0,12191,1587,16704,0,9551,0,0,0,7153,0,0,0,16704,2200,0,0,647,131000,431,0,0,60,0,0,0,134380,11160,0,0,0,0,0,0,45136,0,0,0,0,143931,9551,278311
782,POUR SAINT-JEAN D'ILLAC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,0,2450,0,0,0,600,0,0,0,3050,0,0,0,0,600,0,0,0,0,0,0,0,6100,0,0,0,0,8550,0,0,0,0,0,0,0,8550,2450,14650
784,AVENIR SAINT JULIEN,2013,0,0,0,0,0,0,0,0,0,0,0,4954,0,4954,0,4954,0,0,0,0,0,0,0,4954,1394,0,0,0,282,0,0,0,0,0,0,0,1676,360,0,0,0,6270,0,0,0,0,0,0,0,6630,4954,8306
785,PARTI SOCIALISTE DE GAUCHE,2013,0,0,0,0,0,0,0,0,0,0,0,411,0,411,0,411,0,0,0,0,0,0,0,411,2662,0,0,0,0,0,0,0,49,0,0,0,2711,1440,0,0,0,1675,0,0,0,0,7,0,0,3122,411,5833
786,A TI'A PORINETIA - LE RASSEMBLEMENT DES POLYNÉSIENS,2013,0,0,0,0,0,0,1173,0,0,0,0,5284,0,6457,0,4415,0,0,0,2042,0,0,0,6457,1143,0,0,0,11708,135,0,0,0,0,0,0,13292,652,8212,0,0,8843,0,0,0,0,0,0,0,17707,4415,30999
787,SOCIALISME EN PAYS SALONAIS,2013,0,0,0,0,0,0,1015,0,0,0,0,3405,0,4435,0,1495,0,0,0,2940,0,0,0,4435,0,0,0,0,2964,0,0,0,0,0,0,0,2964,690,0,0,0,2547,0,0,1222,0,0,0,0,4459,1495,7423
788,PARTI GRAND-CHARMONT AUTREMENT,2013,0,0,0,0,0,0,0,0,0,0,0,2726,0,3439,0,3439,0,0,0,0,0,0,0,3439,0,0,0,794,3730,88,0,0,0,0,0,0,4612,4768,0,0,0,0,0,0,3283,0,0,0,0,8051,3439,12663
789,CHANGEONS VAUJOURS,2013,0,0,0,0,0,0,0,0,0,500,0,3805,0,4305,0,-10906,0,0,0,6011,0,9200,0,4305,6965,0,0,1742,3844,355,0,0,0,0,0,0,12906,1000,0,0,0,1000,0,0,0,0,0,0,0,2000,-10906,14906
791,NOUVELLE DONNE,2013,0,0,0,404,0,0,0,0,0,106175,0,38870,0,145449,0,130636,0,0,0,296,7919,6598,0,145449,0,0,0,0,8086,0,13805,4142,0,0,0,0,26239,99130,0,0,0,57745,0,0,0,0,0,0,0,156875,130636,183114
793,BONNE RÉPUBLIQUE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,MOUVEMENT POPULAIRE CALEDONIEN,2013,0,0,0,0,0,0,838,0,0,0,0,13551,0,14389,0,-2835,0,0,0,0,0,4485,0,14389,1005,0,0,0,4730,0,0,0,0,0,0,0,5735,251,0,0,0,2649,0,0,0,0,0,0,0,2900,-2835,8635
795,LE RASSEMBLEMENT CITOYEN,2013,0,0,0,0,0,0,76,0,0,0,0,2543,0,2619,0,699,0,0,0,1920,0,0,0,2619,0,0,0,294,230,44,0,0,47,0,0,0,10583,1265,0,0,0,7000,0,0,2196,0,1,0,0,11282,699,21865
796,NOUS CITOYENS,2013,29702,0,0,0,0,0,0,0,0,0,0,309988,1800,345713,0,162039,0,0,0,7500,35973,0,0,345713,26191,0,0,0,54582,857,70948,28049,201,0,0,0,181702,80075,0,0,0,260420,0,0,0,2060,0,0,0,343741,162039,525443
797,RASSEMBLEMENT POUR LA FRANCE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,OBJECTIF REUNION,2013,3712,0,0,0,0,0,1380,0,0,36,0,17648,712,23488,0,-8762,0,0,0,9715,0,0,0,23488,0,0,0,2224,2610,0,0,0,0,0,0,0,8762,0,0,0,0,0,0,0,0,0,0,0,0,0,-8762,8762
800,ECOLOGIE IVRY-SEINE AMONT,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,RASSEMBLER POUR UNE ILE VIVANTE,2013,0,0,0,0,0,0,0,0,0,0,0,9435,0,9435,0,7635,0,0,0,1800,0,0,0,9435,0,0,0,0,1800,0,0,0,23,0,0,0,1823,0,0,0,0,9458,0,0,0,0,0,0,0,9458,7635,11281
802,BREIZH EUROPA,2013,3224,0,0,0,0,0,30,466,0,0,0,1341,0,5091,0,1241,0,0,0,2720,0,130,0,5091,0,0,0,240,450,0,0,0,3,0,0,0,1519,0,0,0,0,2330,0,0,430,0,0,0,0,2760,1241,4279
1,DÉMOCRATIE ET RÉPUBLIQUE,2014,0,0,0,0,0,0,0,0,0,0,0,77374,0,77374,0,-29130,0,0,0,0,0,0,0,77374,66500,4000,0,0,0,0,0,0,12,0,0,0,274512,0,15000,94221,74561,15987,0,119298,0,0,856,0,0,245382,-29130,519894
5,L'ALLIANCE RÉGIONALE,2014,0,0,0,0,0,0,0,0,0,0,0,32755,0,32755,0,-5908,0,0,0,2600,0,0,0,32755,0,0,0,3584,5086,0,0,0,0,0,0,0,104241,173,0,0,0,97949,0,0,0,211,0,0,0,98333,-5908,202574
13,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,2014,0,0,65166,3028,0,0,0,0,0,750,0,23500,0,92444,0,-16592,0,0,1681,85600,9152,0,0,92444,0,0,0,0,34801,3363,25170,10297,27,419,0,0,86817,10160,0,0,0,20990,0,33500,0,0,4274,0,1301,70225,-16592,157042
40,FRONT NATIONAL,2014,6308,0,59760,529389,14000,2129638,144482,0,0,223317,0,4861324,154645,8122863,0,-1134640,0,0,5999430,1184782,810497,143817,0,8122863,2039747,0,0,597604,4677946,247042,2136812,992812,241860,96625,0,0,11382400,2098347,465803,4997614,74561,305773,0,115000,542334,141948,81476,24001,40000,10247760,-1134640,21630160
42,GÉNÉRATION ÉCOLOGIE - LES BLEUS,2014,0,0,0,0,0,0,0,0,0,2,0,19720,0,19722,0,3234,0,0,0,2561,0,33,0,19722,0,0,0,0,22092,0,0,0,0,25,0,0,22117,4755,0,0,0,4240,72,14568,0,0,63,200,0,25351,3234,47468
46,GROUPEMENT FRANCE-RÉUNION,2014,0,0,0,708,0,282,2131,0,0,1023,0,0,0,4144,0,6801,0,0,116,6156,7054,26085,0,4144,0,0,0,333,6748,0,3820,470,0,0,0,0,12409,0,0,19198,0,0,0,0,0,0,12,0,0,19210,6801,31619
49,LE TRÈFLE-LES NOUVEAUX ÉCOLOGISTES-HOMME NATURE ANIMAUX,2014,0,0,0,3600,0,0,1935,80,0,648,0,49532,0,55795,0,2412,0,0,26413,42098,2208,0,0,55795,0,0,0,1216,44829,0,0,0,742,0,0,0,90185,0,0,92083,0,0,0,0,0,0,514,0,0,92597,2412,182782
52,PARTI RADICAL DE GAUCHE,2014,0,0,76225,69560,0,0,80369,0,0,86142,594822,239013,18886,1165017,0,22838,1800,0,76,161822,98932,57486,150,1165017,577288,0,0,12169,872297,24138,231013,198030,1364,10377,0,0,2114215,149540,204865,1547040,1043854,106611,9523,28243,12095,76770,2225,141,0,2137053,22838,4251268
53,ARIAS 94,2014,1670,0,0,1818,0,330,0,0,0,0,0,107508,0,111326,0,1589,0,0,0,1200,0,0,0,111326,6775,0,0,0,1215,0,0,0,46,0,0,0,26638,91,23682,0,0,1700,2313,441,0,0,0,0,0,28227,1589,54865
54,MOUVEMENT D'UNION DE GESTION COMMUNALE DE LA VILLE DE PLAN DE CUQUES,2014,0,0,0,0,0,0,0,0,0,0,8632,0,0,8632,0,254,0,0,0,600,0,0,0,8632,0,0,0,0,0,0,0,0,0,0,0,0,600,285,0,0,0,0,0,0,0,0,61,0,0,346,-254,946
60,PARTI COMMUNISTE FRANCAIS,2014,4700,0,5551865,464693,253183,11589655,36126,0,0,4188424,6900771,4523610,108804,33987336,0,-401456,6300,455519,1399045,1612104,1748772,3127693,1104,33987336,1988563,0,0,839691,8180981,615570,7603532,3902970,24473,50501,0,148300,29025708,4153324,10713225,2935953,1006573,5728340,0,0,640218,2891249,153601,150603,873224,28624252,-401456,57649960
63,PARTI COMMUNISTE GUADELOUPÉEN,2014,0,0,0,0,0,0,0,0,0,0,0,7376,0,17276,0,2226,0,0,67,7555,0,2986,0,17276,0,0,0,3591,86020,0,0,0,0,0,0,0,123755,4072,0,53382,37280,3005,0,0,64049,192,0,0,0,125981,2226,249736
65,PARTI COMMUNISTE RÉUNIONNAIS,2014,1230,0,668336,62459,69595,20375,9768,0,0,56380,0,213404,806,1102353,0,-529964,1420,0,418496,119395,82499,111496,0,1102353,4197,0,0,15527,65175,23330,346360,68815,423277,1610674,0,0,2884429,10477,11680,46578,37281,54155,1984,3000,0,0,403350,1273273,348411,2354465,-529964,5238894
69,PARTI PROGRESSISTE MARTINIQUAIS,2014,14,0,0,22935,375,0,1054,0,0,3202,0,299,772,28651,0,4705,0,0,26152,48437,20289,0,0,28651,12821,0,0,15998,114714,0,17746,2093,504,809,0,0,198073,13501,37810,129171,111841,0,0,0,0,17917,0,0,4320,202778,4705,400851
70,PARTI RADICAL,2014,0,0,327170,28527,0,18706,2303,307,0,50034,207537,257915,5473,897972,0,-206462,0,0,0,87129,103973,9722,0,897972,127809,0,0,21491,438521,19202,239786,120442,0,11545,0,0,1019801,182866,0,0,0,28020,0,540000,0,0,3230,21408,0,813339,-206462,1833140
76,PARTI SOCIALISTE,2014,399591,0,16110212,3974979,1164639,2088544,483759,30655,0,5197816,5500992,14943234,358343,52121668,0,-2375277,502457,10560081,15783868,4276377,4648956,6282036,780067,52121668,4058875,0,0,1341382,14027954,1517386,15524221,7097209,488564,125079,0,2190300,60743100,7185494,12962219,25498420,15471405,2112356,48547,136180,641326,5902986,240157,184751,2474793,58367823,-2375277,119110923
77,CHASSE PÊCHE NATURE ET TRADITIONS,2014,952,0,0,642,0,0,2213,2438,0,0,0,162894,4734,173873,0,-73223,0,0,0,28120,32641,0,0,173873,25616,0,0,8355,125819,800,106527,37965,0,13525,0,0,319407,37471,12998,0,0,49587,0,100000,0,25943,5375,11051,3759,246184,-73223,565591
79,PARTI SOCIALISTE GUYANAIS,2014,0,0,203439,1666,0,0,0,0,0,3055,0,1712,0,209872,0,-45834,0,0,0,12800,44079,70,0,209872,12570,0,0,6228,46009,9802,0,0,120,0,0,0,92834,0,0,0,0,4000,0,43000,0,0,0,0,0,47000,-45834,139834
81,PARTIT OCCITAN,2014,0,0,0,38,0,0,0,0,0,0,0,190522,0,190560,0,16315,0,0,0,0,0,0,0,190560,1224,0,0,0,17144,1276,17024,10942,0,0,0,0,52113,5058,22984,0,0,16614,0,13348,0,6965,1483,0,0,68428,16315,120541
90,UNION DÉMOCRATIQUE BRETONNE,2014,0,0,94147,2689,295,1820,0,3767,0,20668,113246,60219,6639,303490,0,-36877,0,0,0,19982,11637,0,17630,303490,119843,0,0,13888,55613,1784,46828,14809,0,1003,0,0,319261,51673,59674,0,0,6748,575,66149,13964,80513,1492,338,0,282384,-36877,601645
95,UNION POUR LA DÉMOCRATIE FRANÇAISE,2014,107683,0,4284672,78303,15250,70033,1287,0,0,1257747,0,1742,0,5816717,0,-42917,0,0,0,26500,0,460000,0,5816717,0,0,0,0,36650,11364,0,0,9273,0,0,0,185916,1470,5073,0,0,0,0,112450,0,0,6,0,0,142999,-42917,328915
96,LUTTE OUVRIÈRE,2014,0,0,0,411786,729,0,24158,53703,0,161569,0,2804771,56328,3540628,0,-771468,0,0,5640,132437,9886,5063,12010,3540628,1226048,0,0,108793,443332,47604,34651,14269,0,208,0,0,3725588,1085780,34113,0,0,691186,0,0,790124,0,11,52165,1765,2954120,-771468,6679708
100,UNION RÉPUBLICAINE LORRAINE,2014,0,0,0,0,0,0,0,0,0,0,18750,66380,0,85130,0,-2613,0,0,0,960,230,0,0,85130,0,0,0,0,3433,230,0,0,0,0,0,0,3663,0,0,0,0,0,0,0,0,0,1050,0,0,1050,-2613,4713
