num parti,nom parti,année,immobilisations incorporelles,écarts d'acquisition,terrains et constructions,autres immobilisations corporelles,participations et créances rattachées,prêts à des partis ou groupements politiques,autres immobilisations financières,stocks et en-cours,créances clients et comptes rattachés,autres créances,valeurs mobilières de placement,disponibilités,charges constatées d'avance,total général (i + ii + iii),réserves,excédent ou déficit de l'exercice,provisions pour risques,provisions pour charges,emprunts et dettes auprès d'établissement de crédit,dettes fournisseurs et comptes rattachés,dettes fiscales et sociales,autres dettes,produits constatés d'avance,total général (i + ii + iii + iv),"communication (presse, publications, télévisions, publicité, sites internet, réseaux sociaux)",contributions versées aux candidats,contributions à des partis ou groupements politiques,achats de marchandises et variation de stocks,autres achats et autres charges externes,impôts et taxes,salaires et traitements,charges sociales,total iv,total vi,dotations aux amortissements et dépréciations sur immobilisations,dotations aux provisions,total des charges (ii + iv +vi + vii + viii + ix),cotisations des adhérents,cotisations des élus,aide publique 1ère fraction,aide publique 2nde fraction,dons de personne physique,dévolutions de l'excédent des comptes de campagne,dévolutions de partis ou groupements politiques,prestations de services (manifestations et colloques),"ventes de marchandises, productions vendue (biens et services), production stockée et production immobilisée",total iii,total v,"reprise sur amortissements, dépréciations, provisions et transferts de charges",total des produits (i + iii + v),excédent ou déficit d'ensemble,total flux
965,AIMER LA FRANCE,2016,0,0,0,0,0,0,3998,0,0,0,0,0,0,3998,0,-46536,0,0,0,38612,7124,4798,0,3998,12780,0,0,0,27072,90,5371,1223,0,0,0,0,46536,0,0,0,0,0,0,0,0,0,0,0,0,0,-46536,46536
966,LE 12éme EN ACTION,2016,0,0,0,0,0,0,0,0,0,0,0,27228,0,27228,0,21385,0,0,0,5755,0,88,0,27228,0,0,0,0,8615,0,0,0,0,0,0,0,8615,30000,0,0,0,0,0,0,0,0,0,0,0,30000,21385,38615
967,POUR LE 5E ARRONDISSEMENT,2016,0,0,0,0,0,0,0,0,0,0,0,649,0,649,0,-71,0,0,0,720,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,721,90,0,0,0,560,0,0,0,0,0,0,0,650,-71,1371
968,CERCLE DE RÉFLEXION ET D'ACTION LOUIS PHILIBERT,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,AGIR POUR NOS IDÉES,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,DROITELIB,2016,0,0,0,0,0,0,0,0,0,0,0,25417,0,25417,0,24577,0,0,0,840,0,0,0,25417,0,0,0,0,923,0,0,0,0,0,0,0,923,0,0,0,0,25500,0,0,0,0,0,0,0,25500,24577,26423
985,FORUM MÉTROPOLE 2020,2016,0,0,0,0,0,0,0,0,0,2000,0,2105,0,4105,0,3319,0,0,0,786,0,0,0,4105,0,0,0,0,786,0,0,0,15,0,0,0,801,3020,0,0,0,580,0,0,520,0,0,0,0,4120,3319,4921
986,RENAISSANCE A GAUCHE,2016,0,0,0,0,0,0,0,0,0,140,15,1310,0,1465,0,1465,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,58,175,1348,0,0,0,0,0,0,0,0,0,0,1523,1465,1581
5,L'ALLIANCE RÉGIONALE,2017,0,0,0,0,0,0,0,0,0,9976,0,13499,0,23475,0,-2722,0,0,0,4600,0,0,0,23475,0,0,0,1673,0,0,0,0,0,0,0,0,81974,0,0,0,0,0,0,0,0,79214,38,0,0,79252,-2722,161226
13,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,2017,0,0,35438,1531,0,0,150,0,0,27485,0,3744,216,68564,0,680,0,0,0,65817,6477,0,0,68564,0,0,0,0,43398,3324,11863,5000,0,2683,0,0,81384,9263,0,0,0,0,0,20000,0,30000,15,0,22786,82064,680,163448
40,FRONT NATIONAL,2017,3786,0,59760,437023,14000,10399027,178383,0,0,323504,0,3045944,161377,14622804,0,-7883411,1092660,0,9399030,2360705,495862,3448871,0,14622804,3530115,0,0,664790,7291234,358343,3222065,1394124,1560455,107313,0,0,22931828,1857394,1092399,5074684,150925,960007,0,0,362226,77469,320448,98397,30109,15048417,-7883411,37980245
42,GÉNÉRATION ÉCOLOGIE - LES BLEUS,2017,0,0,0,0,0,0,0,0,0,0,0,12778,515,13293,0,7755,0,0,0,4425,0,27,0,13293,0,0,0,0,15809,0,0,0,0,668,0,0,16501,3101,0,0,0,6800,361,13181,0,0,0,8,0,24256,7755,40757
46,GROUPEMENT FRANCE-RÉUNION,2017,0,0,0,0,0,282,1547,0,0,495,0,3834,0,44887,0,12988,0,0,0,3616,630,31321,0,44887,0,0,0,0,4736,0,1366,211,0,0,0,0,6313,0,0,19201,0,0,0,0,0,0,13,87,0,19301,12988,25614
49,LE TRÈFLE-LES NOUVEAUX ÉCOLOGISTES-HOMME NATURE ANIMAUX,2017,0,0,0,1230,0,0,1935,0,0,197,0,562,897,4821,0,-80143,0,0,25000,62827,1958,197,0,4821,206513,0,0,697,37707,1281,0,0,420,0,0,0,247607,0,0,92096,0,40,0,75000,0,0,328,0,0,167464,-80143,415071
52,PARTI RADICAL DE GAUCHE,2017,0,0,2200,68332,0,0,80521,0,0,50719,0,1115320,8824,1325916,0,13977,0,0,5199,46773,154154,90984,0,1325916,437616,0,0,25007,660989,27786,255765,219811,1553,95494,0,0,2092328,71475,119710,1597461,1094203,80678,706,178247,11326,3434,1442,24162,17000,2106305,13977,4198633
53,ARIAS 94,2017,1670,0,0,1818,0,0,0,0,0,0,0,102859,0,106347,0,6126,0,0,0,1260,0,0,0,106347,0,0,0,0,1425,0,0,0,199,0,0,0,1624,0,7750,0,0,0,0,0,0,0,0,0,0,7750,6126,9374
60,PARTI COMMUNISTE FRANCAIS,2017,31020,0,9822837,1488970,361902,8903579,24246,0,0,3829675,6788346,5004129,107052,36656151,0,177814,0,3800,793887,2128882,1641047,3167951,11950,36656151,1679730,0,0,816073,7484086,884931,6386347,3081773,21630,0,0,0,27069487,3997561,7121496,2948398,1018741,6053159,0,0,629404,4230262,1051052,6192,935537,27247301,177814,54316788
64,PARTI COMMUNISTE MARTINIQUAIS,2017,0,0,0,99,0,0,0,0,0,0,0,2052,0,2151,0,-2283,0,0,0,3070,0,135,0,2151,0,0,0,0,5673,0,0,0,0,0,0,0,5939,3611,0,0,0,0,0,0,0,0,0,15,0,3656,-2283,9595
65,PARTI COMMUNISTE RÉUNIONNAIS,2017,0,0,0,2803,0,0,0,0,0,15589,0,1620,0,20012,0,4477,0,0,0,22928,3768,10530,0,20012,45900,0,0,2100,17694,0,0,0,0,0,0,0,103659,14037,16760,47030,37731,27920,0,0,0,0,0,0,2389,108136,4477,211795
69,PARTI PROGRESSISTE MARTINIQUAIS,2017,0,0,0,22430,375,0,1054,0,0,38050,0,21279,893,84081,0,-18164,0,0,29250,51211,14039,568,0,84081,15145,0,0,13270,124559,0,23047,2139,8,413,15846,0,215871,8663,25788,130526,113193,0,0,0,2110,19785,9,0,0,197707,-18164,413578
70,PARTI RADICAL,2017,0,0,312260,9316,15635,0,7800,193,0,76750,84858,414502,4514,925828,0,-42673,0,0,0,64401,87629,24939,151461,925828,230029,0,0,15913,247502,21056,212637,89775,0,896,0,0,936275,54407,0,0,0,27445,0,608984,0,-2549,621,1011,0,893602,-42673,1829877
76,PARTI SOCIALISTE,2017,587270,0,16593100,2077789,1113535,9882190,740930,13378,0,2654809,3980669,18025436,225173,56525814,0,-5382462,750965,7624966,32199054,1979271,3971810,7142460,117079,56525814,6611240,0,0,832220,12836415,1486634,13690131,6183039,560523,954275,0,165500,61262062,3788426,8783334,24819060,14790606,582011,8360,0,175333,5130320,88799,849986,11308156,55879600,-5382462,117141662
77,CHASSE PÊCHE NATURE ET TRADITIONS,2017,0,0,0,0,0,0,2213,1248,0,0,0,206191,1638,211290,0,85538,0,0,0,20149,14346,0,0,211290,8416,0,0,4054,61593,1053,43370,16805,0,0,0,0,135314,25907,13042,0,0,36838,0,130000,0,13693,194,1178,0,220852,85538,356166
79,PARTI SOCIALISTE GUYANAIS,2017,0,0,149443,15611,0,14500,0,0,0,1500,0,168,0,181222,0,-42181,0,0,0,0,17458,52643,0,181222,0,0,0,0,105253,9098,4538,504,277,0,0,0,173072,0,0,119551,113194,0,0,0,0,11340,0,0,0,130891,-42181,303963
81,PARTIT OCCITAN,2017,0,0,0,98,0,0,15236,0,0,300,0,53706,0,69340,0,-26292,0,0,0,0,0,0,0,69340,781,0,0,0,19315,115,12150,7303,0,0,0,0,40588,1903,0,0,0,2191,0,0,0,9762,440,0,0,14296,-26292,54884
90,UNION DÉMOCRATIQUE BRETONNE,2017,0,0,186147,4696,280,50,0,6733,0,36821,48535,48973,5632,337867,0,-118296,0,0,108742,16304,15486,1729,13696,337867,51167,0,0,7433,54700,3544,62606,21713,652,68,0,0,333858,51315,16321,0,0,14344,0,66149,0,64476,357,224,0,215562,-118296,549420
95,UNION POUR LA DÉMOCRATIE FRANÇAISE,2017,102087,0,4204998,45038,15250,66288,1287,0,0,1282775,0,1852,0,5719575,0,67232,0,0,0,16700,0,184000,0,5719575,0,0,0,0,18560,0,0,0,9260,0,0,0,59119,815,450,0,0,0,0,101086,0,0,0,0,0,126351,67232,185470
96,LUTTE OUVRIÈRE,2017,800,0,0,370724,0,0,28727,42645,0,968653,0,1882478,50319,3388944,0,-860567,0,0,262,148073,9325,4150,14089,3388944,1257355,0,0,115114,502696,47954,34800,12002,0,1246,0,0,4347372,1155712,1711,0,0,911685,0,0,862517,47500,0,58036,57244,3486805,-860567,7834177
100,UNION RÉPUBLICAINE LORRAINE,2017,0,0,0,0,0,0,0,0,0,623,18750,57419,0,76792,0,-6232,0,0,0,1350,42,0,0,76792,0,0,0,0,1745,115,0,0,0,0,0,0,6860,0,0,0,0,0,0,0,0,0,628,0,0,628,-6232,7488
104,EUROPE ÉCOLOGIE LES VERTS,2017,251431,0,0,1433248,48230,0,794287,1286,0,132128,406440,2613705,0,5680755,0,16556,152744,40500,763386,340397,546944,286518,0,5680755,193506,0,0,137546,1388213,69829,1120332,537493,49133,569025,0,40500,5797038,676847,1193726,2803975,716892,250434,1620,0,0,374317,9949,62876,438185,5813594,16556,11610632
116,SOLIDARITÉ ÉCOLOGIE GAUCHE ALTERNATIVE,2017,0,0,0,0,0,0,0,0,0,0,64462,6141,0,70603,0,30821,0,0,0,0,0,0,0,70603,0,0,0,0,6812,0,0,0,0,0,0,0,13585,515,1590,0,0,12020,0,30000,0,0,0,281,0,44406,30821,57991
121,TAHOERAA HUIRAATIRA,2017,0,0,0,0,0,0,595,0,0,0,0,512,0,48179,0,-19864,0,0,0,0,56,8257,0,48179,90568,0,0,0,42105,624,8373,2105,1130,42341,0,0,199710,6075,32135,46700,0,16872,0,0,77969,0,0,95,0,179846,-19864,379556
127,MOUVEMENT RÉPUBLICAIN ET CITOYEN,2017,0,0,0,1834,0,20000,3717,0,0,2555,0,477194,431,523731,0,-2711,0,0,0,20567,10506,1384,0,523731,59498,0,0,0,109718,1775,67648,25612,0,0,1430,0,339319,36102,48271,0,0,7135,0,219180,0,25920,0,0,0,336608,-2711,675927
133,MOUVEMENT INDÉPENDANTISTE MARTINIQUAIS,2017,0,0,0,0,0,0,0,0,0,0,0,148179,0,148179,0,55243,0,0,0,4293,0,0,0,148179,264,0,0,0,8795,0,0,0,0,363,0,0,65422,3245,11450,81452,75462,0,0,0,0,1,0,24517,0,120665,55243,186087
148,ARCHIPEL DEMAIN,2017,0,0,0,28,0,13739,0,0,0,1207,0,20476,0,35450,0,-20438,0,0,0,7159,0,1045,0,35450,0,0,0,8,37423,0,0,0,0,0,0,0,37649,745,13410,537,0,0,0,0,0,0,1,2518,0,17211,-20438,54860
160,COMITÉ DES CITOYENS MONTREUILLOIS,2017,0,0,0,2075,8,0,2219,0,0,0,115,17703,103,22223,0,-2566,0,0,0,3998,0,0,0,22223,5561,0,0,4092,25808,0,0,0,0,35,0,0,35911,2060,0,0,0,27928,198,0,0,110,47,0,3002,33345,-2566,69256
162,WALWARI,2017,0,0,0,0,0,0,1764,0,0,43005,0,4008,0,48777,0,-14411,0,0,0,14901,1207,755,0,48777,0,0,0,0,14411,0,0,0,0,0,0,0,14411,0,0,0,0,0,0,0,0,0,0,0,0,0,-14411,14411
177,MOUVEMENT POUR LA FRANCE,2017,0,0,0,0,30,0,0,0,0,0,71157,20784,0,91971,0,-30495,0,0,0,19011,0,0,0,91971,5849,0,0,4538,50092,685,0,0,34,1747,0,0,64205,0,0,0,0,0,0,32072,0,0,1638,0,0,33710,-30495,97915
180,AIMER ANGERS,2017,2709,0,0,0,0,0,0,0,0,0,17867,142395,324,163295,0,-2942,0,1000,0,4270,0,0,0,163295,4368,0,0,0,8567,0,95,85,0,0,1152,0,14267,1120,0,0,0,7353,0,0,250,0,2602,0,0,11325,-2942,25592
182,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,2017,0,0,0,0,0,0,0,0,0,0,0,21628,0,22408,0,-71777,0,0,0,12294,15750,0,0,22408,0,0,0,0,35516,0,0,0,0,0,0,0,118757,4982,0,0,0,34225,0,0,0,0,0,7773,0,46980,-71777,165737
186,RASSEMBLEMENT UMP (RASSEMBLEMENT POUR LA CALÉDONIE DANS LA RÉPUBLIQUE),2017,0,0,132654,10530,0,3330,56,7509,0,0,0,149818,112,304009,0,23615,0,0,0,22616,39907,706,1056,304009,16954,0,0,15203,63439,1117,81608,25458,0,276,6706,0,215506,18346,41789,120181,113193,40290,0,0,12423,3347,822,0,1923,239121,23615,454627
189,MOUVEMENT DÉMOCRATIE ALSACIENNE,2017,0,0,0,0,0,0,0,0,0,0,0,18197,0,18197,0,1435,0,0,0,7627,0,0,0,18197,0,0,0,0,705,0,0,0,0,0,0,0,705,503,0,0,0,1620,0,0,0,0,17,0,0,2140,1435,2845
192,ASSOCIATION DÉMOCRATIE ET LIBERTÉ,2017,0,0,0,0,0,0,223,0,0,0,0,5532,0,5755,0,1754,0,0,2695,1994,0,0,0,5755,199,0,0,0,1990,0,0,0,115,0,0,0,2304,190,3490,0,0,175,0,0,200,0,3,0,0,4058,1754,6362
195,UNSER LAND,2017,647,0,0,1205,0,95915,0,9323,0,0,0,6880,0,113970,0,-7894,0,0,0,1464,0,0,0,113970,32823,0,0,0,126890,0,0,0,691,482,0,0,161488,19319,0,0,0,25624,0,0,11416,91836,4200,1199,0,153594,-7894,315082
197,LIGUE COMMUNISTE RÉVOLUTIONNAIRE,2017,0,0,748638,0,46367,8888,7810,0,0,20502,0,95872,3188,931265,0,-37651,0,0,0,358,0,349651,0,931265,0,0,0,0,60452,15055,0,0,0,46991,0,0,145383,0,0,0,0,0,0,0,0,0,71,77561,10000,107732,-37651,253115
204,ASSOCIATION POUR LA RÉFORME,2017,0,0,0,0,0,0,0,0,0,0,0,5774,0,5774,0,-23164,0,0,218,3300,167,0,0,5774,0,0,0,0,10935,165,7977,3292,0,552,397,0,23329,0,0,0,0,0,0,0,0,0,0,101,0,165,-23164,23494
207,RASSEMBLER POUR AGIR,2017,0,0,0,0,0,0,0,0,0,0,0,2994,0,2994,0,-4038,0,0,0,0,0,0,0,2994,0,0,0,0,4445,0,0,0,143,0,0,0,4588,550,0,0,0,0,0,0,0,0,0,0,0,550,-4038,5138
208,COMITÉ DE SOUTIEN À PATRICK BOBET,2017,0,0,0,0,0,0,0,0,0,0,0,19515,0,19515,28444,-9745,0,0,0,0,0,816,0,19515,0,0,0,0,15897,0,0,0,0,0,0,0,15897,0,5970,0,0,0,0,0,0,0,182,0,0,6152,-9745,22049
210,SOLIDARITÉ ET PROGRÈS,2017,0,0,0,10162,0,289026,12288,5406,0,533,0,5170,7882,330782,0,3355,0,0,0,209718,8388,0,4692,330782,21050,0,0,0,211207,10319,50934,7533,0,2443,0,0,316660,6220,0,0,0,222416,0,0,0,91334,0,45,0,320015,3355,636675
224,ASSOCIATION PARIS 15,2017,0,0,0,1554,0,0,0,0,0,1000,0,4830,46,7430,0,-21049,0,0,0,13683,0,0,0,7430,0,0,0,0,14624,0,0,0,0,1000,570,0,28549,0,0,0,0,7500,0,0,0,0,0,0,0,7500,-21049,36049
225,ASSOCIATION POUR LA DÉMOCRATIE L'ÉCOLOGIE ET LA SOLIDARITÉ,2017,0,-565,0,0,0,0,707,0,0,0,0,63179,0,64119,0,8458,0,0,0,624,0,0,0,64119,1694,0,0,3528,6670,0,0,0,82,0,133,0,12107,5598,13590,0,0,925,0,0,0,0,402,0,0,20565,8458,32672
233,GUADELOUPE UNIE SOLIDAIRE ET RESPONSABLE,2017,0,0,0,3422,0,0,30,0,0,21116,0,57268,172,82008,0,-4336,0,0,0,26061,5775,11354,0,82008,0,0,0,0,76402,157,26704,8111,0,912,0,0,116265,880,4380,99052,75462,1600,0,0,3623,0,0,2394,0,111929,-4336,228194
240,LE RASSEMBLEMENT (LES AMIS DE CHRISTIAN ESTROSI),2017,0,0,0,0,0,0,0,0,0,1074,0,18229,1699,21002,0,-33831,0,0,0,23874,0,250,0,21002,33517,0,0,0,67464,0,0,0,18,0,0,0,101000,0,25990,0,0,40514,0,0,0,665,0,0,0,67169,-33831,168169
242,ARGENTEUIL QUE NOUS AIMONS,2017,0,0,0,0,0,0,0,0,0,0,0,60268,0,60268,0,2849,0,0,0,2400,0,0,0,60268,0,0,0,11736,23033,0,0,0,0,0,0,0,34769,4120,20717,0,0,1834,0,0,10947,0,0,0,0,37618,2849,72387
243,CONVERGENCES-GILLES CARREZ,2017,0,0,0,0,0,0,0,0,0,1650,2278,6951,0,10879,0,-8348,0,0,0,8640,0,0,0,10879,0,0,0,0,15087,817,0,0,0,0,0,0,15904,4475,0,0,0,1425,0,0,0,0,6,0,0,7556,-8348,23460
249,RÉUSSIR ENSEMBLE EN PÉRIGORD,2017,0,0,0,2318,0,0,0,0,0,46,0,13828,956,17148,0,-8794,0,0,0,4899,0,1459,0,17148,548,0,0,8374,19387,62,0,0,8,0,0,0,36173,0,11230,0,0,9700,0,0,0,6434,15,0,0,27379,-8794,63552
256,PARTI D'UNION POUR L'AVENIR DE MANTES-LA-JOLIE,2017,0,0,39736,4510,0,0,1462,283,0,0,0,24991,1130,72112,0,-5273,0,0,0,2961,0,0,0,72112,0,0,0,403,32074,2963,0,0,0,0,0,0,43841,38150,0,0,0,400,0,0,0,0,0,0,0,38568,-5273,82409
257,UNION POUR L'AVENIR DU XVIÈME SUD,2017,0,0,0,0,0,0,0,0,0,0,0,1596,0,1596,0,-730,0,0,0,1200,0,0,0,1596,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,-730,730
265,LE CAP AJ POUR LA FRANCE,2017,0,0,0,6632,0,0,31280,0,0,64511,0,66251,0,168674,0,-199456,0,0,0,50177,3449,66,0,168674,64819,0,0,469,54264,28753,4818,1935,46,0,0,0,199456,0,0,0,0,0,0,0,0,0,0,0,0,0,-199456,199456
267,MOUVEMENT HOMMES-ANIMAUX-NATURE,2017,0,0,0,33,0,0,0,0,0,0,0,36134,0,36167,119910,-91380,0,0,0,7556,0,81,0,36167,2229,0,0,1126,19495,0,0,0,0,0,0,0,130354,4016,0,0,0,2486,0,32155,0,0,317,0,0,38974,-91380,169328
274,SAVOIE D'AUJOURD'HUI,2017,0,0,0,0,0,0,0,0,0,0,0,3509,0,3509,0,-5805,0,0,0,0,0,0,0,3509,0,0,0,1037,0,0,0,0,15,0,0,0,8375,1785,0,0,0,785,0,0,0,0,0,0,0,2570,-5805,10945
275,AGIR AU QUOTIDIEN AVEC NICOLAS DUPONT-AIGNAN,2017,0,0,0,46,0,0,0,0,0,0,0,4975,527,5548,0,17279,0,0,0,8893,0,0,0,5548,0,0,0,0,4661,0,0,0,0,165,0,0,5126,0,0,0,0,11875,0,4500,580,0,0,5450,0,22405,17279,27531
277,DROITE SOCIALE RÉUNIONNAISE,2017,0,0,0,8930,0,0,2600,0,0,0,0,213246,0,226855,0,5280,0,0,0,1365,0,1107,0,226855,2093,0,0,0,47705,597,0,0,0,1229,0,0,65955,63716,0,0,0,6240,0,0,0,0,601,0,0,71235,5280,137190
283,MOUVEMENT LIBÉRAL POPULAIRE,2017,0,0,0,0,0,0,0,0,0,0,0,1451,0,1451,0,330,0,0,0,1444,0,0,0,1451,5392,0,0,0,6449,0,0,0,1,0,0,0,16002,7550,0,0,0,0,0,8782,0,0,0,0,0,16332,330,32334
292,ENSEMBLE POUR LA FRANCE,2017,0,0,0,3473,15,0,4500,0,0,0,0,56130,0,64118,0,32265,0,0,0,1300,0,0,0,64118,2260,0,0,0,11234,0,0,0,48,0,0,0,14489,0,0,0,0,46754,0,0,0,0,0,0,0,46754,32265,61243
299,UNION POUR SAINT-SÉBASTIEN-SUR-LOIRE,2017,0,0,0,0,0,0,7,0,0,0,0,7068,0,7075,0,4407,0,0,0,4080,0,3000,0,7075,0,0,0,0,7204,0,0,0,777,0,0,0,7981,12388,0,0,0,0,0,0,0,0,0,0,0,12388,4407,20369
303,RASSEMBLEMENT DES CONTRIBUABLES FRANÇAIS,2017,0,0,0,0,0,0,1050,0,0,0,275000,217975,0,494025,0,57219,0,0,0,127682,0,7675346,0,494025,116906,0,0,0,21270,0,0,0,146863,4103,0,0,289142,0,0,0,0,338361,0,0,0,0,8000,0,0,346361,57219,635503
305,MOUVEMENT NATIONAL RÉPUBLICAIN,2017,0,0,0,1600,0,0,0,0,0,27983,0,13069,0,42652,0,15639,0,0,0,33677,0,70415,0,42652,5783,0,0,3833,52668,0,0,0,132,0,0,0,63578,6410,0,0,0,70801,0,0,530,1441,0,0,0,79217,15639,142795
308,TARBES 2020,2017,0,0,0,731,0,0,0,0,0,0,0,94571,0,95302,0,3882,0,0,0,2760,2703,141,0,95302,0,0,0,0,11833,42,2970,1091,0,0,0,0,16018,1725,18175,0,0,0,0,0,0,0,0,0,0,19900,3882,35918
310,ENSEMBLE POUR GONESSE,2017,0,0,0,0,0,0,460,0,0,0,0,8958,0,9418,0,-5373,0,0,0,0,0,8631,0,9418,6220,0,0,0,4955,0,0,0,71,0,0,0,11263,140,0,0,0,5750,0,0,0,0,0,0,0,5890,-5373,17153
313,UNION POUR CHATILLON,2017,0,0,0,4688,0,0,2160,0,0,0,0,33319,1075,41242,0,-3558,0,0,0,4593,0,0,0,41242,0,0,0,3761,18581,641,0,0,170,0,0,0,23488,4080,11660,0,0,619,0,0,3420,0,151,0,0,19930,-3558,43418
318,AGIR ENSEMBLE,2017,0,0,0,0,0,0,0,0,0,0,0,972,0,972,0,8486,0,0,0,972,0,0,0,972,0,0,0,0,990,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,9476,9476,8486,10466
319,L'AVENIR ENSEMBLE,2017,0,0,0,0,0,0,0,0,0,0,0,336,0,946,0,546,0,0,0,288,0,0,0,946,0,0,0,0,576,0,0,0,108,0,0,0,684,120,0,0,0,1110,0,0,0,0,0,0,0,1230,546,1914
320,FONSORBÈS CITOYENNETÉ 2000,2017,0,0,0,0,0,0,0,0,0,0,0,4320,0,4320,0,618,0,0,0,0,0,0,0,4320,757,0,0,0,1372,0,0,0,17,0,0,0,2146,1380,0,0,0,0,0,0,0,1372,12,0,0,2764,618,4910
321,LA RESTAURATION NATIONALE,2017,0,0,0,0,0,0,864,0,0,9674,0,3198,0,13736,0,5819,0,0,0,0,1,3366,250,13736,7693,0,0,0,12422,0,0,0,241,9118,0,0,32269,4955,0,0,0,25977,0,0,3604,1411,0,2141,0,38088,5819,70357
325,ASSOCIATION 6ÈME UNION,2017,0,0,0,0,0,0,0,0,0,0,0,11375,95,11470,0,4154,0,0,0,2120,0,0,0,11470,553,0,0,0,4909,0,0,0,0,0,0,0,63362,0,0,0,0,58180,9336,0,0,0,0,0,0,67516,4154,130878
331,AGIR POUR DEMAIN,2017,0,0,0,1222,0,0,0,91,0,0,0,1878,784,3975,0,-10129,0,0,0,2150,0,20022,0,3975,0,0,0,940,35002,0,2240,0,0,215,0,0,38678,0,7700,0,0,2485,0,18000,0,0,4,0,0,28549,-10129,67227
332,MIEUX VIVRE ENSEMBLE,2017,0,0,0,0,0,0,0,0,0,0,0,2038,0,2038,0,-23330,0,0,0,0,433,0,0,2038,0,0,0,10645,46375,0,0,0,0,0,0,0,57020,0,750,0,0,32280,0,0,0,660,0,0,0,33690,-23330,90710
334,COTELEC,2017,4257,0,0,16760,0,0,6061514,0,0,1019261,0,559970,10432,7672194,0,-409824,0,0,112141,26909,5845,71178,156860,7672194,0,0,0,0,141629,0,57769,22293,223004,5843,0,18700,872897,0,0,0,0,3036,0,0,0,12,458856,1169,0,463073,-409824,1335970
341,IDÉES-FORCE,2017,0,0,0,0,0,58000,0,0,0,150,0,52578,0,110728,0,-18292,0,0,0,0,0,111,0,110728,33235,0,0,0,82020,0,0,0,565,20,0,0,115913,0,10080,0,0,400,0,61100,3533,18074,1434,0,0,97621,-18292,213534
342,ENTENTE CITOYENNE,2017,0,0,0,0,0,0,0,0,0,0,0,8564,0,8564,0,-1740,0,0,0,2000,0,0,0,8564,846,0,0,0,914,0,0,0,0,0,0,0,1760,0,20,0,0,0,0,0,0,0,0,0,0,20,-1740,1780
344,UNION RÉPUBLICAINE ET D'ACTIONS COMMUNAUTAIRES,2017,546,0,0,0,0,0,0,0,0,0,0,54029,0,54575,0,-17134,0,0,0,4970,0,0,0,54575,0,0,0,0,14804,0,0,0,0,0,0,0,17134,0,0,0,0,0,0,0,0,0,0,0,0,0,-17134,17134
346,VIVRE À SCHOELCHER,2017,0,0,0,1147,0,0,89,0,0,46,0,19507,11,20800,0,-2636,0,0,0,7175,0,88,0,20800,0,0,0,0,12101,137,0,0,0,177,0,0,13006,10370,0,0,0,0,0,0,0,0,0,0,0,10370,-2636,23376
347,PARTI DU MOUVEMENT POPULAIRE FRANCISCAIN,2017,0,0,0,246,0,0,1114,0,0,1854,0,10166,580,13960,0,3385,0,0,0,3800,3058,1986,0,13960,0,0,0,616,15048,0,0,0,0,0,0,0,15932,420,18664,0,0,50,0,0,0,0,0,0,0,19317,3385,35249
348,PARTI CHRÉTIEN-DÉMOCRATE,2017,0,0,0,3345,0,0,0,0,0,0,0,585450,6518,595313,0,248186,0,0,0,237909,34468,15000,0,595313,95642,0,0,13739,161285,1138,152126,60788,0,20096,0,0,821544,24255,0,0,0,960264,48586,20000,2571,12702,26,0,0,1069730,248186,1891274
352,RASSEMBLEMENT POUR L'ESSONNE,2017,0,0,0,0,0,0,0,0,0,0,0,6809,0,6809,0,-11518,0,0,0,4612,0,0,0,6809,0,0,0,0,43098,0,0,0,0,0,0,0,58098,0,0,0,0,46580,0,0,0,0,0,0,0,46580,-11518,104678
358,RASSEMBLEMENT POUR LEVALLOIS,2017,0,0,0,0,0,0,0,0,0,401,0,20990,0,21391,0,-38230,0,0,0,82572,0,147609,0,21391,0,0,0,5909,65182,0,0,0,2301,0,0,0,73392,7870,14195,0,0,0,0,0,13097,0,0,0,0,35162,-38230,108554
359,GRENOBLE EST À VOUS,2017,0,0,0,0,0,0,0,0,0,0,0,4409,0,4409,0,-1594,0,0,0,1740,0,0,0,4409,0,0,0,0,3244,0,0,0,0,0,0,0,3244,150,0,0,0,1500,0,0,0,0,0,0,0,1650,-1594,4894
360,FORCE RÉPUBLICAINE,2017,0,0,0,30280,0,0,26093,2382,0,7129,0,1502940,8560,1577384,0,-2082071,0,0,0,63448,78669,540,0,1577384,410921,0,0,289257,1766708,36756,528362,200244,0,434,0,0,4833794,41860,0,0,0,1486881,0,0,40088,1181797,0,1097,0,2751723,-2082071,7585517
