num parti,nom parti,année,immobilisations incorporelles,écarts d'acquisition,terrains et constructions,autres immobilisations corporelles,participations et créances rattachées,prêts à des partis ou groupements politiques,autres immobilisations financières,stocks et en-cours,créances clients et comptes rattachés,autres créances,valeurs mobilières de placement,disponibilités,charges constatées d'avance,total général (i + ii + iii),réserves,excédent ou déficit de l'exercice,provisions pour risques,provisions pour charges,emprunts et dettes auprès d'établissement de crédit,dettes fournisseurs et comptes rattachés,dettes fiscales et sociales,autres dettes,produits constatés d'avance,total général (i + ii + iii + iv),"communication (presse, publications, télévisions, publicité, sites internet, réseaux sociaux)",contributions versées aux candidats,contributions à des partis ou groupements politiques,achats de marchandises et variation de stocks,autres achats et autres charges externes,impôts et taxes,salaires et traitements,charges sociales,total iv,total vi,dotations aux amortissements et dépréciations sur immobilisations,dotations aux provisions,total des charges (ii + iv +vi + vii + viii + ix),cotisations des adhérents,cotisations des élus,aide publique 1ère fraction,aide publique 2nde fraction,dons de personne physique,dévolutions de l'excédent des comptes de campagne,dévolutions de partis ou groupements politiques,prestations de services (manifestations et colloques),"ventes de marchandises, productions vendue (biens et services), production stockée et production immobilisée",total iii,total v,"reprise sur amortissements, dépréciations, provisions et transferts de charges",total des produits (i + iii + v),excédent ou déficit d'ensemble,total flux,deputes
95,union pour la democratie francaise,2014,107683,0,4284672,78303,15250,70033,1287,0,0,1257747,0,1742,0,5816717,0,-42917,0,0,0,26500,0,460000,0,5816717,0,0,0,0,36650,11364,0,0,9273,0,0,0,185916,1470,5073,0,0,0,0,112450,0,0,6,0,0,142999,-42917,328915,0
104,europe ecologie les verts,2014,22173,0,2255210,815459,71256,0,388714,1292,0,419119,213370,2470261,13309,6670163,0,311735,348741,73816,2405955,916309,370352,499791,2300,6670163,328868,0,0,276629,2547938,144631,2009574,882773,188959,67907,0,0,7635509,1212040,2110666,3167918,1081134,285051,123,2500,138446,643330,12416,71076,296635,7947244,311735,15582753,0
401,union pour un mouvement populaire ,2014,553221,0,34202681,4369230,0,584347,190722,50207,0,649556,164017,7786201,319469,48869651,0,4214668,1065703,830156,73432636,2797297,2085702,4248912,97092,48869651,3312605,0,0,0,9109200,1116701,5871960,2686177,2835022,819992,3300442,0,30925135,6241697,1618353,18133815,12041600,4772128,233280,50218,330489,1397343,76196,1261756,238164,35139803,4214668,66064938,199
455,l'alliance ecologiste independante,2014,0,0,0,41,0,0,0,2982,0,5108,0,7426,4441,19998,0,-190464,0,0,0,57518,0,12025,0,19998,247947,0,0,2550,45966,222,14469,5612,31705,0,0,0,353462,8805,0,139429,0,10288,0,0,0,4476,0,0,0,162998,-190464,516460,0
529,mouvement democrate,2014,0,0,84515,166493,15,1274085,5914,0,0,117036,700212,287648,19594,2655512,0,-253351,108377,0,1365563,117397,140335,1235737,0,2655512,267612,0,0,0,532218,42611,524784,276164,43849,8483,0,0,2372457,291308,16772,0,0,226518,61,837791,77870,242780,16091,423,8822,2119106,-253351,4491563,0
531,association psle - nouveau centre,2014,3901,0,0,19653,0,0,922,0,0,150186,0,243661,2964,421287,0,-50375,5000,0,1118222,214759,79484,45219,0,421287,186691,0,0,13335,317002,12979,286240,120356,26211,65007,0,0,1410282,87559,69259,1041933,521927,113685,1960,25000,2490,0,36,15200,0,1359907,-50375,2770189,0
709,union des democrates et independants,2014,4398,0,265003,56575,455,0,86787,0,0,90436,0,580872,2718,2497806,0,-313819,0,0,2760447,130650,230296,65536,0,2497806,637661,0,0,46622,265113,59291,692584,247994,82157,207,82104,0,2777380,156420,18100,0,0,160364,13398,1779305,43547,268193,0,10223,0,2463561,-313819,5240941,30
1,democratie et republique,2015,0,0,0,0,0,0,0,0,0,0,0,51784,0,51784,0,-25590,0,0,0,0,0,0,0,51784,54000,0,0,0,0,0,0,0,0,0,0,0,225000,0,15000,57179,37525,6500,0,120080,0,0,651,0,0,199410,-25590,424410,15
40,front national,2015,14290,0,59760,0,14000,3976772,152017,0,0,0,2062878,0,152149,7636050,0,-2905453,0,0,9399030,1722145,510006,493711,0,7636050,2358785,0,0,793810,5112108,266256,2375728,912486,627550,19169,0,0,13968408,2370040,451189,5071695,150100,492047,0,229000,461246,121280,211610,37369,54859,11062955,-2905453,25031363,0
52,parti radical de gauche,2015,76225,0,0,38835,0,0,80369,0,0,74600,580110,296816,21328,1168283,0,-44803,1800,0,0,199571,110116,56848,0,1168283,502721,0,0,31863,786608,32796,289968,250339,1147,21686,0,0,2205334,137442,214671,1478686,975649,81758,23,178235,26435,20458,21494,0,0,2160531,-44803,4365865,18
76,parti socialiste,2015,692869,0,16332920,3175810,1050983,3169639,549911,26424,0,3861253,5299894,12971586,335784,48987140,0,39838,619489,9748880,12581105,3151479,5161585,6442977,509323,48987140,5264615,0,0,1155854,12831507,1539796,15009872,7010873,362879,313680,0,2106439,54848902,7568908,11968614,24883929,14859883,937600,11141,25507,704787,3129328,210876,705358,3741376,54888740,39838,109737642,280
95,union pour la democratie francaise,2015,105817,0,4259340,55311,15250,68295,1287,0,0,1266345,0,4632,0,5776277,0,56460,0,0,0,21600,0,368000,0,5776277,0,0,0,0,14193,0,0,0,9126,0,0,0,73508,410,4453,0,0,0,0,101086,0,0,19,0,0,129968,56460,203476,0
104,europe ecologie les verts,2015,231230,0,0,2589181,59594,0,770725,1292,0,579820,310627,1956620,20253,6519342,0,1158292,163869,210490,1868285,518701,488292,614605,5370,6519342,249803,0,0,370423,2039203,115567,2028673,961366,164149,201302,0,200000,7589180,1002399,2110634,3136865,1050699,409390,3691,9000,112420,1243931,8724,103707,592923,8747272,1158092,16336452,0
401,les republicains,2015,526417,0,33550971,3603738,0,388047,150688,28245,0,1612041,145310,11816786,233193,52055436,0,6532895,1216381,2775822,67718381,3177536,2119089,4052359,144645,52055436,2768144,0,0,0,9251592,1244240,5039175,2366377,2732688,626412,4209510,0,29464288,4665393,2932752,18511173,12420761,8005529,23131,60244,315028,596450,87767,559482,141705,35997183,6532895,65461471,200
455,alliance ecologiste independante,2015,0,0,0,0,0,0,0,5318,0,1020,0,3703,2839,12880,0,-53746,0,0,0,7802,0,6415,0,12880,142341,0,0,1059,27011,0,0,0,33115,0,0,0,206588,3670,0,139388,0,9734,0,0,0,50,0,0,0,152842,-53746,359430,0
529,mouvement democrate,2015,0,0,84515,145364,15,131796,103469,0,0,74170,320023,293245,13790,1166387,0,-148006,99096,0,68616,122614,117419,1218545,0,1166387,229896,0,0,0,532898,53002,379500,197698,16175,0,0,0,1759422,244011,35484,0,0,182040,321,784793,74588,192070,10591,4354,15844,1611416,-148006,3370838,0
531,association psle - nouveau centre,2015,431,0,0,14569,0,0,922,0,0,120118,0,155824,6298,298162,0,58751,0,5000,586709,586468,64036,44570,0,298162,62077,0,0,7152,204884,9340,239799,100824,19458,414360,0,0,1735972,84910,64455,1157776,637924,80030,0,0,2375,0,2,169,405000,1794723,58751,3530695,0
709,union des democrates et independants,2015,51589,0,232682,38142,0,0,87451,0,0,151263,0,158844,8078,755312,0,424171,0,0,606502,221978,121936,70000,0,755312,127607,0,0,0,539205,33077,452360,175500,27077,4025,0,0,3008435,242252,164522,0,0,249924,2709,2647708,33866,21468,2,58441,0,3432606,424171,6441041,28
1,democratie et republique,2016,0,0,0,0,0,0,0,0,0,0,0,32556,0,32556,0,-18515,0,0,0,0,0,0,0,32556,97850,0,0,0,0,0,0,0,0,0,0,0,215450,0,15713,57093,37443,4000,0,119817,0,0,312,0,0,196935,-18515,412385,15
40,front national,2016,11199,0,59760,552413,14000,2314333,177126,0,0,1217541,0,1735652,140773,6222797,0,-1322398,30660,0,9399030,1480849,537766,1228516,0,6222797,1270658,0,0,549896,5050935,335561,2595930,1114103,667985,604827,0,0,13771462,2406679,1271950,5070355,149772,857038,0,162860,433445,114752,67920,438832,31115,12449064,-1322398,26220526,0
52,parti radical de gauche,2016,0,0,76224,16830,0,0,80521,0,0,21748,0,1003481,14616,1213420,0,214881,16800,0,0,78089,90458,13244,0,1213420,377271,0,0,23866,742607,28159,248525,216146,2092,20147,55647,0,1975959,120600,180072,1588784,1085850,73536,0,178229,25931,18000,970,153,2076,2190840,214881,4166799,19
76,parti socialiste,2016,577333,0,16698895,2603970,1064342,816040,513029,13677,0,2466468,4204062,17762036,1274294,49668201,0,-2727996,667690,12516831,13714899,3378045,4331315,6855107,343040,49668201,5810756,0,0,925539,10577594,1414740,13327199,6220174,294802,358143,0,2235113,49000806,5683899,11110807,24924343,14902359,675955,0,12085,317033,1531138,168678,654949,738611,46272810,-2727996,95273616,290
95,union pour la democratie francaise,2016,103952,0,4232169,47300,15250,66288,1287,0,0,1276945,0,2452,0,5745643,0,64967,0,0,0,18000,0,276000,0,5745643,0,0,0,14528,0,0,0,0,9164,0,0,0,60740,620,0,0,0,0,0,101087,0,0,0,0,0,125707,64967,186447,0
104,europe ecologie les verts,2016,251431,0,0,1466985,27991,0,277180,1292,0,105789,0,5014801,18048,7163517,0,2438139,493649,20256,1001501,309283,596561,399509,5961,7163517,232931,7971,0,161115,1795221,324841,1229802,772543,173044,1016162,0,200000,6679864,872437,1376090,2797156,711419,400318,397,1160,0,200203,10108,3299367,141483,9118003,2438139,15797867,0
401,les republicains,2016,321935,0,32900570,2981986,0,162147,150778,20603,0,1088806,157778,14952154,216937,52953694,0,10060964,1172678,877009,61699446,3144358,1888709,3152130,90402,52953694,3419981,0,0,0,8618321,1243050,5054783,2464633,2439431,409131,0,0,27075152,3961555,3353884,18595159,12506000,7450350,7848,61342,284317,666856,58787,267513,2084423,37136116,10060964,64211268,205
455,alliance ecologiste independante,2016,0,0,0,0,0,0,2970,5018,0,0,0,286,9211,17485,0,-50558,0,0,2683,0,20380,8215,0,17485,23385,0,0,2222,46439,389,47129,20031,33077,0,0,0,207262,3360,0,139360,0,13958,0,0,0,26,0,0,0,156704,-50558,363966,0
529,mouvement democrate,2016,0,0,84515,128588,15,74053,103478,0,0,34762,319479,353503,13394,1111787,0,-27700,17763,0,76976,176890,116848,1210914,0,1111787,288243,0,0,0,523258,57716,398971,203965,6934,44567,0,0,1750644,211107,55579,0,0,136898,0,839003,76361,274537,8253,1401,92533,1722944,-27700,3473588,0
531,les centristes,2016,11281,0,0,12844,0,10000,2502,0,0,114286,0,201428,5194,357535,0,288899,5000,0,353321,616374,49927,43680,0,357535,161350,0,0,9613,175064,3141,211704,82956,10527,0,0,0,1086277,45160,65392,1193721,673976,62842,0,0,6850,0,2,0,0,1375176,288899,2461453,0
709,union des democrates et independants,2016,33752,0,200360,24628,505,1000,87334,0,0,227676,0,239870,4167,819292,0,612905,0,0,194712,114514,126838,30000,5428,819292,74899,0,0,0,574026,36703,494313,190905,404471,6744,79929,0,2370764,131533,285165,0,0,130928,0,2216117,52254,102972,10,64117,0,2983669,612905,5354433,29
910,en marche,2016,3600,0,0,20538,0,0,18695,0,0,1043863,0,2063951,100173,3250820,0,2199168,0,0,0,656627,309791,85234,0,3250820,1433462,0,0,0,1514181,5949,604872,234391,0,70,0,0,3795846,0,0,0,0,4962730,0,0,0,1032191,0,0,0,5995014,2199168,9790860,0
40,front national,2017,3786,0,59760,437023,14000,10399027,178383,0,0,323504,0,3045944,161377,14622804,0,-7883411,1092660,0,9399030,2360705,495862,3448871,0,14622804,3530115,0,0,664790,7291234,358343,3222065,1394124,1560455,107313,0,0,22931828,1857394,1092399,5074684,150925,960007,0,0,362226,77469,320448,98397,30109,15048417,-7883411,37980245,0
52,parti radical de gauche,2017,0,0,2200,68332,0,0,80521,0,0,50719,0,1115320,8824,1325916,0,13977,0,0,5199,46773,154154,90984,0,1325916,437616,0,0,25007,660989,27786,255765,219811,1553,95494,0,0,2092328,71475,119710,1597461,1094203,80678,706,178247,11326,3434,1442,24162,17000,2106305,13977,4198633,18
76,parti socialiste,2017,587270,0,16593100,2077789,1113535,9882190,740930,13378,0,2654809,3980669,18025436,225173,56525814,0,-5382462,750965,7624966,32199054,1979271,3971810,7142460,117079,56525814,6611240,0,0,832220,12836415,1486634,13690131,6183039,560523,954275,0,165500,61262062,3788426,8783334,24819060,14790606,582011,8360,0,175333,5130320,88799,849986,11308156,55879600,-5382462,117141662,320
95,union pour la democratie francaise,2017,102087,0,4204998,45038,15250,66288,1287,0,0,1282775,0,1852,0,5719575,0,67232,0,0,0,16700,0,184000,0,5719575,0,0,0,0,18560,0,0,0,9260,0,0,0,59119,815,450,0,0,0,0,101086,0,0,0,0,0,126351,67232,185470,4
104,europe ecologie les verts,2017,251431,0,0,1433248,48230,0,794287,1286,0,132128,406440,2613705,0,5680755,0,16556,152744,40500,763386,340397,546944,286518,0,5680755,193506,0,0,137546,1388213,69829,1120332,537493,49133,569025,0,40500,5797038,676847,1193726,2803975,716892,250434,1620,0,0,374317,9949,62876,438185,5813594,16556,11610632,0
401,les republicains,2017,250380,0,32289999,2411340,495,2307560,140134,17430,0,1083714,228558,12635095,144783,51509488,0,7254660,899000,1032906,54907873,2294727,1699973,2397630,94907,51509488,2350125,0,0,0,9459287,1325078,6133734,2845022,2310251,54044,0,0,29466487,2758480,2921809,18657558,12564469,8239292,34295,1054655,193380,445133,47739,432766,120315,36721147,7254660,66187634,295
455,alliance ecologiste independante,2017,0,0,0,0,0,0,0,3227,0,0,0,2995,2683,8905,0,-508028,0,0,0,0,751,7839,0,8905,515146,0,0,2816,42960,1547,57895,13876,36719,0,0,0,677899,3905,0,139450,0,24775,0,0,0,6,0,1735,0,169871,-508028,847770,21
529,mouvement democrate,2017,0,0,84515,105325,15,25400,103478,0,0,79843,15545,247501,11125,672747,0,-634058,0,0,181026,275183,141137,1197063,0,672747,494735,0,0,0,611306,74477,556593,254978,5331,8854,0,0,2241800,229436,52407,0,0,109681,2099,804188,100209,194702,6770,4521,17763,1607742,-634058,3849542,59
531,les centristes,2017,2366,0,0,5357,0,10000,2502,0,0,105281,0,362019,5525,493050,0,435632,8503,0,100000,583740,32423,44519,0,493050,118565,0,0,3765,117422,1620,207416,80256,2698,5889,0,0,799134,22885,56770,1123779,603698,29420,0,0,1425,0,1,0,0,1234766,435632,2033900,0
709,union des democrates et independants,2017,0,0,169968,14860,505,0,87334,0,0,454718,0,608997,1541,1337923,0,804654,0,0,1778,69728,113964,0,0,1337923,106038,0,0,0,510365,37501,512014,222107,868645,0,0,0,2694319,90406,205589,0,0,30116,5495,2251679,18333,100550,766798,30000,0,3498973,804654,6193292,45
910,la republique en marche,2017,3660,0,0,24997,0,0,183894,0,0,20795,152,1159389,73410,1466297,0,-5751096,0,0,2451778,1041409,1207609,319429,0,1466297,2948263,0,0,0,11150167,347737,3702738,1489393,1308,40398,0,0,20084869,0,0,0,0,10014588,33063,0,0,4285767,0,0,0,14333773,-5751096,34418642,267
976,la france insoumise,2017,0,0,0,2418,0,266301,5489,0,0,0,0,27413,0,315131,0,-695567,0,0,0,586773,59408,14517,0,315131,1087749,0,0,20724,1375327,1227,79606,30259,0,3107,0,0,2885314,0,0,0,0,1540005,1975,0,335066,306583,0,0,0,2189747,-695567,5075061,17
40,rassemblement national,2018,3849,0,59760,336347,14000,726201,140623,0,0,1379207,0,2231549,152972,5389229,213480,-2409719,110645,96885,9399030,5097484,1064927,320194,0,5389229,669691,0,0,0,1305739,313122,2566746,982080,2253862,1424513,170028,30395,14099743,1103430,919376,4881805,298244,995214,0,0,291676,36938,162995,2241436,0,11690024,-2409719,25789767,0
52,parti radical de gauche,2018,0,0,0,36389,0,0,83614,0,0,4441,0,739517,3884,867998,1028806,-285000,0,11695,17,17220,43231,52029,0,867998,35725,0,235093,0,202014,18043,158994,168968,2056,18645,26448,11695,1143107,0,44259,199361,596488,13526,2163,0,0,0,823,1487,0,858107,-285000,2001214,0
76,parti socialiste,2018,551417,0,15100387,4501132,1010004,9019,200535,11593,19488,2117549,12396140,22730169,143350,59602201,12606055,35915495,568235,2277622,1654395,3465645,2144268,3941559,4440,59602202,102052,444816,197660,134203,4469281,1111996,10605629,4625636,1811051,10131337,1012002,195549,43020117,3329604,6653917,2618430,3802611,321406,96785,77195,977831,1000713,204644,51239092,8295971,78935611,35915494,121955728,30
95,union pour la democratie francaise,2018,100221,0,4177827,482906,15250,0,1287,0,0,96000,0,990553,0,6901426,2467864,1133507,0,0,0,157043,0,92000,0,6901426,0,0,24000,0,10263,0,0,0,9581,0,31297,0,107659,780,1800,0,0,0,0,0,0,0,0,1100000,0,1241166,1133507,1348825,4
104,europe ecologie les verts,2018,61369,0,758660,733724,16287,0,36723,1286,11123,64200,311747,3474214,4771,5515404,0,571674,22764,0,633249,191102,185013,184078,0,5515403,0,12238,50,360,574548,87004,1006544,368246,25028,119328,334554,17600,3339667,623638,1050175,1270252,149122,136846,152,0,12077,93356,7970,31370,535167,3911341,571674,7251008,0
401,les republicains,2018,540444,0,31631842,1796026,0,102216,120175,13491,100254,759494,293339,10346386,175034,46249343,-11788091,402598,1158963,866441,49581819,2629142,1646008,1142848,75999,46249342,764546,42000,171420,7939,4552333,1142475,4599307,2153796,1990164,68700,1428905,325802,22213957,2486155,2616497,3923415,9021880,3266701,11273,0,188629,491492,11302,24688,439938,22616556,402599,44830513,101
455,alliance ecologiste independante,2018,0,0,0,9610,0,0,0,3211,0,0,0,3992,2331,9534,-4696386,43411,0,0,0,492,0,7500,0,9534,0,0,0,4670,0,0,0,0,37816,0,0,0,76155,1150,0,105919,0,12435,0,0,0,0,0,62,0,119566,43411,195721,22
529,mouvement democrate,2018,0,0,84515,86676,15,0,3496,0,53605,21249,1342042,682900,15823,2330323,-1121662,2025343,0,0,126535,160030,148553,15001,0,2330323,73889,135324,117532,0,461569,93658,631497,308610,34167,13361,29050,0,2470965,163230,45975,1840186,2013147,81464,153,0,70476,218260,2007,5360,58,4496308,2025343,6967273,59
531,les centristes,2018,1062,0,0,6036,0,0,10812,0,0,37899,0,281889,2909,453416,0,350411,0,11533,0,203456,14808,49343,0,453416,26264,0,0,0,57202,1364,101711,43976,0,0,4687,3030,455189,8520,0,0,0,18660,0,0,2465,0,1,270000,0,805600,350411,1260789,0
709,union des democrates et independants,2018,0,0,140239,15242,505,0,90231,0,0,66022,0,1286133,99101,1698139,0,256937,3695,0,172,204745,62640,13575,0,1698139,392611,396910,360000,4843,254417,34729,481359,194660,270000,0,40532,0,3336064,116185,139927,0,0,27030,65,0,3200,148127,176,22066,395109,3593001,256937,6929065,18
910,la republique en marche,2018,3660,0,0,41787,0,0,271671,0,316175,169535,152,6181926,142494,7160703,0,7592218,0,5860,5470,1300722,1763619,107571,0,7160703,989374,10071,75493,0,3521025,470062,5012700,2205415,284953,6066,8324,5860,16287853,0,0,10100658,12414405,1005607,14718,0,0,334624,0,0,9140,23880071,7592218,40167924,272
976,la france insoumise,2018,0,0,0,17307,305,0,5184,0,18157,0,0,1430688,0,1718989,-695567,2129850,0,0,0,200514,79334,4857,0,1718989,0,76505,141059,24152,1413349,15375,320945,127629,45738,3244,3837,0,3211856,0,0,4422222,0,538124,2088,0,126928,30000,106797,0,0,5341706,2129850,8553562,17
40,rassemblement national,2019,5824,0,179213,169210,14000,746643,146404,0,0,1256431,0,1426939,236222,4349482,205531,-368235,799538,97399,9291530,4265325,1266294,313456,0,4352481,486577,0,1500,0,1038246,338114,2363141,998047,1138937,913780,85258,0,10653920,1134162,929917,4875869,296954,700179,0,1938,107525,31341,129545,60582,0,10285684,-368236,20939604,0
52,parti radical de gauche,2019,0,0,0,35906,0,0,73400,0,0,6652,0,728164,8035,852311,0,-1626,0,12878,898,64186,30402,1766,0,852311,23505,0,85398,823,136148,6263,116570,95853,851,2193,6905,1183,760177,0,13035,260549,445431,32958,0,0,0,0,344,6230,0,758550,-1626,1518727,0
76,parti socialiste,2019,473065,0,14886172,4598050,681789,0,214766,10821,618696,1349935,5392671,21749842,179570,55172580,4973725,-4895487,591353,1952062,3382754,1955142,1883434,3046041,560,55172580,84298,758155,274200,42556,5374666,819176,6452215,2860266,163969,744970,1148127,408556,26963387,3022111,6028649,2615246,3489212,521916,11788,287,95880,1873448,376847,2028949,1444842,22067899,-4895487,49031287,29
95,union pour la democratie francaise,2019,98355,0,4150655,897590,15250,0,1286,0,0,120000,0,368719,0,6674438,6652382,4056,0,0,0,18000,0,0,0,6674438,0,0,30000,0,2014,0,0,0,9086,0,33586,0,128094,340,1800,0,0,0,0,0,0,0,0,4924,0,132150,4056,260244,1
104,europe ecologie les verts,2019,27919,0,758660,687761,11859,0,57442,1286,19105,357470,344789,2648476,276949,6489025,0,760404,18642,0,535006,152895,237657,351829,30000,6489024,0,41294,3290,0,758400,47154,972786,374177,3294,37175,260020,0,3669502,840144,1078227,1268708,148477,257131,0,0,107668,71910,10512,47279,251880,4429908,760406,8099410,0
401,les republicains,2019,213596,0,868621,168836,510,100000,2726626,5415,21096,815412,263601,13519809,113665,20381166,-11385492,10264246,1618000,954721,13235896,2585427,1602781,1172552,2286,20381166,1007537,10500,186379,17301,4173603,1319882,4779307,2018911,3745566,32578391,474547,792034,60200524,1593395,2375127,3918643,9019985,3313682,0,0,182781,501839,11307,46006733,1942380,70464770,10264246,130665294,101
455,alliance ecologiste independante,2019,0,0,0,0,0,0,0,3407,0,0,0,2847,3054,9308,-4652975,65423,0,0,0,30,0,0,0,9308,359,0,7100,261,6304,0,17686,5841,36374,0,0,0,85995,1260,23880,105791,0,20425,0,0,60,0,2,0,0,151418,65423,237413,22
529,mouvement democrate,2019,0,0,84515,181157,15,0,3506,0,127703,6142,2486278,524889,249,4529454,903681,802564,0,0,1129310,277842,204032,1302,0,4529454,170876,22262,652226,0,654358,98467,727650,331252,5375,0,59932,0,3836132,184131,46039,1837949,2041561,96090,0,0,85240,269270,8970,3095,3326,4638696,802564,8474828,58
531,les centristes,2019,431,0,0,3670,0,0,10812,0,0,36882,0,289489,1846,456541,0,-20286,0,17388,244,214436,22645,47836,0,456541,6856,0,0,0,120406,2467,105230,43770,5000,0,3633,856,519065,10990,8916,0,0,42934,0,0,182,0,0,17625,0,498779,-20286,1017845,0
709,union des democrates et independants,2019,0,0,0,146024,419,0,90231,0,26800,37920,0,682944,1277,986887,0,-1047968,25000,6198,2763,86369,124210,376984,0,986868,1897266,2458551,377000,2130,367268,43567,635185,270596,36,9400,49222,27503,6801664,66005,154791,0,0,56858,0,0,2315,159512,680,1709,2432862,5753696,-1047968,12555360,19
910,la republique en marche,2019,3660,0,0,1912464,0,0,288479,0,132937,537124,152,4356883,295213,11111682,0,4732485,28800,12356,0,1371395,1087024,4343,0,11111682,868496,1601927,22300,0,4612324,714618,6161192,2278812,50004,4013,17666,35296,23310821,0,302700,10088376,12286482,1617163,0,0,168870,393582,13834,0,251155,28043307,4732485,51354128,275
976,la france insoumise,2019,0,0,0,27773,305,0,10116,0,13487,8512,0,2116433,0,4317330,1415938,2678978,0,0,0,108040,88897,3629,0,4317330,294791,29153,220013,5965,327944,13777,558757,202328,0,68514,13339,0,3036348,0,1007,3746611,705266,461420,0,0,83308,42487,12564,300,662353,5715327,2678978,8751675,17
40,rassemblement national,2020,5751,0,59760,250966,14000,498339,116013,0,0,1186990,0,2914475,175968,5411583,206431,586397,436591,73405,8163972,2666543,1474589,258111,0,5411583,545194,10000,0,0,901073,292341,1742149,683444,1028760,196477,66389,0,8749990,1384853,996104,4884420,260116,708653,1152,0,27199,10404,153468,499649,0,9336386,586396,18086376,0
52,parti radical de gauche,2020,0,0,0,32643,0,0,73400,0,7950,52001,571285,0,7912,745345,0,-105078,8000,13803,0,32824,51211,2405,0,745345,40066,47376,206105,163,79682,14152,177799,145068,950,403,7698,8925,1020119,16500,14885,230218,594551,43681,2323,0,0,0,169,111,0,915040,-105078,1935160,0
76,parti socialiste,2020,316259,0,14762360,3938602,765447,497,84656,72151,595970,1718156,3009492,21103862,189164,48900480,3957534,-3738744,481614,1509081,1180347,2198743,2211055,2597261,2545,48900480,116085,704248,75279,45013,3662059,757540,6198933,2628483,83225,451828,1158987,401518,22185266,2427555,5333837,2619833,3381510,866090,11175,98026,794238,685086,128750,700861,723238,18446525,-3738741,40631791,34
95,union pour la democratie francaise,2020,96490,0,4123484,655732,15250,0,1286,0,0,144000,0,253973,0,6310223,6656438,-369214,0,0,0,23000,0,0,0,6310223,0,0,92000,0,722,0,0,0,0,51464,223692,0,395414,400,1800,0,0,0,0,0,0,0,0,0,0,26200,-369214,421614,0
104,europe ecologie les verts,2020,27918,0,758660,635936,13497,0,57703,1286,83826,155630,1833,3865083,61716,7158114,0,927534,20590,0,470021,141315,263077,27363,15000,7158114,0,330490,29011,2501,1085064,50619,1678641,747259,30463,147916,251075,0,5260865,1047114,1339229,1270932,148637,351027,2559,0,32439,263466,3497,32929,166414,6188400,927534,11449265,0
401,les republicains,2020,254919,0,727599,244725,510,100000,2723704,3690,6710,817631,213691,15556528,109369,20961902,-1121106,3221286,356816,1038159,12704403,2027203,1533126,970734,0,20961902,718853,150690,90000,1907,2700125,1118075,4279237,1859417,506656,478323,242855,183204,17935400,1311260,2166868,3925516,8955428,2593024,811,0,54809,182458,2478,488211,1281375,21156686,3221286,39092086,114
455,alliance ecologiste independante,2020,0,0,0,0,0,0,0,3110,0,1000,102,3928,23255,31396,0,63991,0,0,0,48,3026,6120,0,31396,1421,0,10100,297,40418,406,2967,848,35872,0,0,0,209909,1380,47760,105976,0,11555,0,0,0,0,0,0,0,273900,63991,483810,22
529,mouvement democrate,2020,0,0,0,143028,15,0,3515,0,75585,0,4097341,506399,39082,4982966,1743767,1640945,0,0,84682,316852,237077,419,0,4982966,172263,139574,439996,0,640721,110601,772708,360820,12858,197710,117234,0,3765831,174893,48612,1841172,2675480,138201,1736,0,0,33260,26817,333797,0,5406777,1640945,9172608,59
531,les centristes,2020,431,0,0,1241,0,0,8850,0,0,1475,0,226282,1143,249814,0,-80176,0,17931,350,75028,22642,60050,0,249814,16995,5000,0,0,54313,1245,104022,46338,0,30,2429,547,455458,7160,5448,0,0,7900,0,0,1359,0,0,0,0,375282,-80176,830740,0
709,union des democrates et independants,2020,0,0,0,111728,3505,0,111231,0,7450,110403,0,1259019,118067,1721403,0,935367,32149,7504,454,195847,148898,53630,0,1721403,177167,55326,414000,1288,195193,37922,572312,233849,1298,13,47677,8456,2409215,64253,118240,0,0,40178,0,0,75200,161166,401,458,0,3344582,935367,5753797,21
910,la republique en marche,2020,4040,0,0,16526720,0,0,291204,0,169447,559531,152,7989015,207746,26137017,8972113,7764766,53000,19734,7657514,1175470,810085,59713,0,26137017,101598,300338,129323,0,2739692,588756,5173813,2173527,78958,868,18448,94733,17013579,0,526737,10106068,12113982,1408102,94536,0,13850,384005,9366,0,115785,24778346,7764766,41791925,281
976,la france insoumise,2020,0,0,0,32603,381,0,160756,0,30834,4850,0,5942866,123750,6595097,4117160,2127918,0,5479,0,110018,173691,8932,40015,6595097,298539,244908,247891,38498,261616,48015,683773,245379,0,1252,17455,5479,3425602,0,16442,4459212,0,883353,107,0,109010,46116,13315,2001,23738,5553521,2127918,8979124,17
40,rassemblement national,2021,0,0,59760,496602,14000,501689,168348,0,0,2453884,0,1811007,226812,7298039,206431,-2771917,2292720,35691,7345317,2094362,797448,990870,0,7298039,1208768,305091,0,0,991026,255870,1592562,635025,1091145,2983234,70565,0,12325387,1382652,975208,4880580,297598,631047,1158,0,16416,10310,97312,277062,97952,9553471,-2771917,21878858,0
52,parti radical de gauche,2021,0,0,0,31160,0,0,73500,0,2600,2060,0,362797,7723,498993,0,-258832,8000,14793,0,40225,56729,978,0,498993,33103,16038,228218,0,69658,13950,176567,148830,562,5732,5796,990,1056121,16860,26321,230037,446396,67534,741,0,0,0,172,353,0,797289,-258832,1853410,0
