num parti,nom parti,année,immobilisations incorporelles,écarts d'acquisition,terrains et constructions,autres immobilisations corporelles,participations et créances rattachées,prêts à des partis ou groupements politiques,autres immobilisations financières,stocks et en-cours,créances clients et comptes rattachés,autres créances,valeurs mobilières de placement,disponibilités,charges constatées d'avance,total général (i + ii + iii),réserves,excédent ou déficit de l'exercice,provisions pour risques,provisions pour charges,emprunts et dettes auprès d'établissement de crédit,dettes fournisseurs et comptes rattachés,dettes fiscales et sociales,autres dettes,produits constatés d'avance,total général (i + ii + iii + iv),"communication (presse, publications, télévisions, publicité, sites internet, réseaux sociaux)",contributions versées aux candidats,contributions à des partis ou groupements politiques,achats de marchandises et variation de stocks,autres achats et autres charges externes,impôts et taxes,salaires et traitements,charges sociales,total iv,total vi,dotations aux amortissements et dépréciations sur immobilisations,dotations aux provisions,total des charges (ii + iv +vi + vii + viii + ix),cotisations des adhérents,cotisations des élus,aide publique 1ère fraction,aide publique 2nde fraction,dons de personne physique,dévolutions de l'excédent des comptes de campagne,dévolutions de partis ou groupements politiques,prestations de services (manifestations et colloques),"ventes de marchandises, productions vendue (biens et services), production stockée et production immobilisée",total iii,total v,"reprise sur amortissements, dépréciations, provisions et transferts de charges",total des produits (i + iii + v),excédent ou déficit d'ensemble,total flux,deputes
529,mouvement democrate,2021,0,0,0,85551,15,0,3888,0,76544,14769,4215294,675653,25320,6288217,3384712,819632,670000,0,39640,293776,275244,150,0,6288216,298026,233683,660700,0,871580,112890,791335,339161,2354,0,59734,670000,4763410,120079,35873,1839724,3124775,142485,5939,0,89804,182687,29853,10322,0,5583043,819632,10346453,47
531,les centristes,2021,431,0,0,59,0,0,8850,0,0,1417,0,90469,3277,117022,0,-130074,0,18467,64,78048,32693,44008,0,117022,307,93000,0,0,70829,1389,108966,46975,0,0,1181,537,550287,7280,10310,0,0,6180,0,0,845,0,0,0,0,420212,-130074,970500,0
709,union des democrates et independants,2021,1521,0,0,109891,3505,0,114231,0,11173,40158,0,1986112,17538,2288551,0,735512,32149,8962,0,81058,118453,27920,0,2288551,212905,34935,360500,2198,267054,43038,631453,247583,30000,6559,47909,1458,2802738,69330,131182,0,0,51611,0,0,13357,263951,324,0,67180,3538250,735512,6340988,35
910,la republique en marche,2021,4590,0,21952544,8291031,0,0,29672,130467,921450,379726,197,6796564,248681,45400321,17130750,6018176,50000,26281,19636092,2109288,1201652,7150,0,45400321,17998,131234,104271,27740,4740083,1366354,6900779,2955234,207816,40863,356096,379532,24696487,0,587889,10098122,10862316,4709512,2277,0,240745,1320848,1606,0,1095857,30714664,6018176,55411151,314
976,la france insoumise,2021,0,0,0,152194,381,0,170484,0,356060,3074984,0,3089078,6139,7229871,6256960,463390,144005,11952,0,187150,157709,8704,0,7229871,453310,79721,208948,628,866019,78215,883404,309756,0,8846,42725,155957,5707559,0,17249,3750231,632395,956146,6915,0,153705,279627,0,0,374677,6170949,463390,11878508,17
1344,horizons,2021,27727,0,0,0,0,0,0,0,0,0,0,305455,4917,338099,0,302442,0,0,0,35656,0,0,0,338099,0,607,0,0,22301,9568,0,0,0,0,460,0,56953,162480,22080,0,0,169564,0,0,0,0,0,0,607,359396,302442,416349,0
40,rassemblement national,2022,164151,0,59760,415400,14000,71514,97973,372,213155,1040757,0,4637155,244182,9059970,206431,-2892404,4572064,30455,6476425,795781,557652,898211,0,9059970,851781,10000,0,-372,1017193,210360,1736144,663037,1692461,2751922,108898,0,12728644,1541962,1021350,4880356,299219,604456,23,0,52568,35038,127210,314409,110750,9836239,-2892404,22564883,90
52,parti radical de gauche,2022,0,0,0,25541,0,0,513,0,9000,1613,0,225468,6594,273409,0,-175211,13000,0,0,53376,2928,1047,0,273409,306136,54055,73621,0,45494,8143,170798,127408,1091,2186,5618,5000,1014023,13980,31456,230027,374023,124460,5728,0,0,0,238,405,14793,838811,-175211,1852835,0
60,parti communiste francais,2022,14827,591769,11520431,1238447,318102,0,46547,24147,475780,521480,9660289,12353825,53634,41157909,5072403,174066,103742,151502,1392630,1211464,2441901,492782,96863,41157909,1197554,1519619,162105,619417,5870719,1586617,5516918,1995212,57336,318902,1286551,147611,31946690,5765896,6337882,1041092,1122070,4971490,4126,0,4779463,4074864,127859,1338960,2300041,32120756,174066,64067446,22
76,parti socialiste,2022,163500,12554,13864317,3219951,343573,57668,81725,67392,161091,1060343,2026092,19258561,165434,42784321,-1468679,-2534341,170895,1214331,1462879,1515867,1567051,1913708,704,42784321,62862,1309930,171557,50974,3167408,704846,5006931,2012616,89910,1485797,1031076,158264,19885248,2017166,4900399,2617653,3328807,334592,10467,17205,710420,164115,570147,1388388,776743,17350907,-2534341,37236155,34
104,europe ecologie les verts,2022,3292,0,1990894,281264,139699,20000,50240,1278,45853,396441,336353,11576482,59306,16692091,2066802,802032,68440,4806,7182528,245974,238883,646636,-5000,16692091,97600,3346190,361894,2011,1445860,49824,1508561,562566,100648,181633,102572,7000,9385209,1026084,2707212,1269875,897656,1995182,8227,0,48360,174251,28275,65956,981362,10187242,802032,19572451,25
401,les republicains,2022,123351,0,578036,219845,20075,100000,2738360,14189,0,570317,203047,9128961,47386,15245507,3485587,-6084780,50000,839745,12687515,1925155,1390846,920005,150,15245507,1033803,5960086,225000,-7327,3560905,1155443,4386299,1994525,571354,20791,262032,122650,29706122,2067294,1878445,3922250,9126167,2971095,40900,0,74743,21324,13992,36270,3378383,23621342,-6084780,53327465,62
410,debout la france,2022,0,0,0,12595,0,0,7469,12460,0,3669,160,20142,1057,469306,0,315832,0,0,171746,339725,7370,932,0,469306,6360,11650,1800,145,243445,1169,93567,37723,20617,19613,13370,0,672198,72875,50,392924,112206,271535,0,0,0,3498,587,0,0,988031,315832,1660229,1
529,mouvement democrate,2022,0,0,0,49777,15,0,3898,0,101327,21888,5811613,571586,13488,6688040,4204345,439560,670000,0,70767,291092,207292,0,0,6688040,231557,42082,1473736,0,907575,48822,908945,468437,2462,20000,41020,0,5205747,120449,24776,1839640,3216600,63522,0,0,68091,204100,44189,3931,0,5645308,439560,10851055,48
531,les centristes,2022,431,0,0,0,0,0,8850,0,0,1417,0,111255,5968,144598,0,14775,0,18008,1380,85851,35101,45652,0,144598,13107,800,0,0,53540,817,98577,41339,0,0,60,0,425882,2300,13674,0,0,9250,5790,0,0,0,0,460,11230,440658,14775,866540,0
709,union des democrates et independants,2022,988,0,0,87188,3504,0,115832,0,21010,49708,0,2703335,9881,3121415,0,466945,0,7712,0,78553,168670,379525,0,3121415,146921,87605,360000,2425,397146,42310,644559,249580,0,30035,39672,0,2952702,29690,101162,0,0,21212,0,0,85428,148451,30604,171,41833,3419648,466945,6372350,6
910,renaissance,2022,4590,0,31279266,8847935,0,0,40847,0,87357,251561,227,1901059,156459,53393324,21952596,1327646,50000,12932,27115745,1443800,1051871,27958,0,53393324,0,914603,78541,149479,8071650,1601976,7161429,3115085,382085,19105,921406,19300,33539179,633270,458256,10097659,10884077,3721345,16031,3462,44648,201407,16186,0,4796126,34866826,1327646,68406005,172
976,la france insoumise,2022,0,0,0,170928,381,0,190681,0,19226,98811,0,386553,167749,8972308,6720350,-4761055,58818,8482,6400000,176936,250637,139997,0,8972308,338803,1545035,481499,167188,2119076,88349,1219241,425874,105495,16908,51847,8482,12361046,0,74398,3750059,635839,742446,1107,0,274560,369808,1,28,1748739,7599991,-4761055,19961038,75
1344,horizons,2022,49155,0,0,16062,0,0,0,0,0,940,0,311190,6468,383816,0,-173019,0,0,0,163344,91012,36,0,383816,202440,0,0,0,91219,1351,218070,94899,0,188,21642,0,1002007,275120,46305,0,0,464437,0,0,0,0,0,0,13296,828988,-173019,1830996,30
